Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Machines,Workers,Transport Attachments,Attachments
30,355,113,29167.12,8163.1,16,33,233.39,14.0
30,355,113,29167.12,8163.1,16,33,241.63,13.0
30,355,113,29167.12,8163.1,16,33,310.81,12.0
30,355,113,29167.12,8163.1,16,33,0.0,18.0
30,355,113,29167.12,8163.1,16,33,31.02,16.0
30,355,115,29191.31,8161.15,16,33,233.39,14.0
30,355,115,29191.31,8161.15,16,33,241.63,13.0
30,355,115,29191.31,8161.15,16,33,310.81,12.0
30,355,115,29191.31,8161.15,16,33,0.0,18.0
30,355,115,29191.31,8161.15,16,33,31.02,16.0
30,355,116,29226.82,8126.63,16,33,233.39,14.0
30,355,116,29226.82,8126.63,16,33,241.63,13.0
30,355,116,29226.82,8126.63,16,33,310.81,12.0
30,355,116,29226.82,8126.63,16,33,0.0,18.0
30,355,116,29226.82,8126.63,16,33,31.02,16.0
30,355,117,29226.63,8126.63,16,33,233.39,14.0
30,355,117,29226.63,8126.63,16,33,241.63,13.0
30,355,117,29226.63,8126.63,16,33,310.81,12.0
30,355,117,29226.63,8126.63,16,33,0.0,18.0
30,355,117,29226.63,8126.63,16,33,31.02,16.0
30,355,118,29190.46,8159.27,16,33,233.39,14.0
30,355,118,29190.46,8159.27,16,33,241.63,13.0
30,355,118,29190.46,8159.27,16,33,310.81,12.0
30,355,118,29190.46,8159.27,16,33,0.0,18.0
30,355,118,29190.46,8159.27,16,33,31.02,16.0
30,355,119,29390.03,8169.05,16,32,233.39,14.0
30,355,119,29390.03,8169.05,16,32,241.63,13.0
30,355,119,29390.03,8169.05,16,32,310.81,12.0
30,355,119,29390.03,8169.05,16,32,0.0,18.0
30,355,119,29390.03,8169.05,16,32,31.02,16.0
30,355,120,29390.03,8126.47,16,32,233.39,14.0
30,355,120,29390.03,8126.47,16,32,241.63,13.0
30,355,120,29390.03,8126.47,16,32,310.81,12.0
30,355,120,29390.03,8126.47,16,32,0.0,18.0
30,355,120,29390.03,8126.47,16,32,31.02,16.0
30,355,196,34305.05,6072.17,15,41,233.39,14.0
30,355,196,34305.05,6072.17,15,41,241.63,13.0
30,355,196,34305.05,6072.17,15,41,310.81,12.0
30,355,196,34305.05,6072.17,15,41,0.0,18.0
30,355,196,34305.05,6072.17,15,41,31.02,16.0
30,355,197,34305.05,6057.04,15,41,233.39,14.0
30,355,197,34305.05,6057.04,15,41,241.63,13.0
30,355,197,34305.05,6057.04,15,41,310.81,12.0
30,355,197,34305.05,6057.04,15,41,0.0,18.0
30,355,197,34305.05,6057.04,15,41,31.02,16.0
30,355,200,34305.05,6005.79,15,41,233.39,14.0
30,355,200,34305.05,6005.79,15,41,241.63,13.0
30,355,200,34305.05,6005.79,15,41,310.81,12.0
30,355,200,34305.05,6005.79,15,41,0.0,18.0
30,355,200,34305.05,6005.79,15,41,31.02,16.0
30,355,204,34305.05,6001.75,15,41,233.39,14.0
30,355,204,34305.05,6001.75,15,41,241.63,13.0
30,355,204,34305.05,6001.75,15,41,310.81,12.0
30,355,204,34305.05,6001.75,15,41,0.0,18.0
30,355,204,34305.05,6001.75,15,41,31.02,16.0
30,355,206,34305.05,5999.51,15,41,233.39,14.0
30,355,206,34305.05,5999.51,15,41,241.63,13.0
30,355,206,34305.05,5999.51,15,41,310.81,12.0
30,355,206,34305.05,5999.51,15,41,0.0,18.0
30,355,206,34305.05,5999.51,15,41,31.02,16.0
30,355,207,34305.05,5994.08,15,41,233.39,14.0
30,355,207,34305.05,5994.08,15,41,241.63,13.0
30,355,207,34305.05,5994.08,15,41,310.81,12.0
30,355,207,34305.05,5994.08,15,41,0.0,18.0
30,355,207,34305.05,5994.08,15,41,31.02,16.0
30,355,208,34305.05,5962.31,15,41,233.39,14.0
30,355,208,34305.05,5962.31,15,41,241.63,13.0
30,355,208,34305.05,5962.31,15,41,310.81,12.0
30,355,208,34305.05,5962.31,15,41,0.0,18.0
30,355,208,34305.05,5962.31,15,41,31.02,16.0
30,355,209,34305.05,5933.37,15,41,233.39,14.0
30,355,209,34305.05,5933.37,15,41,241.63,13.0
30,355,209,34305.05,5933.37,15,41,310.81,12.0
30,355,209,34305.05,5933.37,15,41,0.0,18.0
30,355,209,34305.05,5933.37,15,41,31.02,16.0
30,355,252,23692.16,12387.39,17,27,233.39,14.0
30,355,252,23692.16,12387.39,17,27,241.63,13.0
30,355,252,23692.16,12387.39,17,27,310.81,12.0
30,355,252,23692.16,12387.39,17,27,0.0,18.0
30,355,252,23692.16,12387.39,17,27,31.02,16.0
30,355,253,34525.34,3283.86,16,40,233.39,14.0
30,355,253,34525.34,3283.86,16,40,241.63,13.0
30,355,253,34525.34,3283.86,16,40,310.81,12.0
30,355,253,34525.34,3283.86,16,40,0.0,18.0
30,355,253,34525.34,3283.86,16,40,31.02,16.0
30,355,254,34525.34,3256.0,16,40,233.39,14.0
30,355,254,34525.34,3256.0,16,40,241.63,13.0
30,355,254,34525.34,3256.0,16,40,310.81,12.0
30,355,254,34525.34,3256.0,16,40,0.0,18.0
30,355,254,34525.34,3256.0,16,40,31.02,16.0
30,355,255,34525.34,3242.26,17,40,233.39,14.0
30,355,255,34525.34,3242.26,17,40,241.63,13.0
30,355,255,34525.34,3242.26,17,40,310.81,12.0
30,355,255,34525.34,3242.26,17,40,0.0,18.0
30,355,255,34525.34,3242.26,17,40,31.02,16.0
30,355,255,34525.34,3246.15,16,40,233.39,14.0
30,355,255,34525.34,3246.15,16,40,241.63,13.0
30,355,255,34525.34,3246.15,16,40,310.81,12.0
30,355,255,34525.34,3246.15,16,40,0.0,18.0
30,355,255,34525.34,3246.15,16,40,31.02,16.0
30,355,257,34525.34,3237.26,17,40,233.39,14.0
30,355,257,34525.34,3237.26,17,40,241.63,13.0
30,355,257,34525.34,3237.26,17,40,310.81,12.0
30,355,257,34525.34,3237.26,17,40,0.0,18.0
30,355,257,34525.34,3237.26,17,40,31.02,16.0
30,355,258,16752.12,11683.81,17,29,233.39,14.0
30,355,258,16752.12,11683.81,17,29,241.63,13.0
30,355,258,16752.12,11683.81,17,29,310.81,12.0
30,355,258,16752.12,11683.81,17,29,0.0,18.0
30,355,258,16752.12,11683.81,17,29,31.02,16.0
30,355,258,16782.41,11683.81,17,28,233.39,14.0
30,355,258,16782.41,11683.81,17,28,241.63,13.0
30,355,258,16782.41,11683.81,17,28,310.81,12.0
30,355,258,16782.41,11683.81,17,28,0.0,18.0
30,355,258,16782.41,11683.81,17,28,31.02,16.0
30,355,259,16740.61,11683.81,17,28,233.39,14.0
30,355,259,16740.61,11683.81,17,28,241.63,13.0
30,355,259,16740.61,11683.81,17,28,310.81,12.0
30,355,259,16740.61,11683.81,17,28,0.0,18.0
30,355,259,16740.61,11683.81,17,28,31.02,16.0
30,355,259,34523.02,3436.68,17,40,233.39,14.0
30,355,259,34523.02,3436.68,17,40,241.63,13.0
30,355,259,34523.02,3436.68,17,40,310.81,12.0
30,355,259,34523.02,3436.68,17,40,0.0,18.0
30,355,259,34523.02,3436.68,17,40,31.02,16.0
30,355,262,34424.36,3682.37,17,40,233.39,14.0
30,355,262,34424.36,3682.37,17,40,241.63,13.0
30,355,262,34424.36,3682.37,17,40,310.81,12.0
30,355,262,34424.36,3682.37,17,40,0.0,18.0
30,355,262,34424.36,3682.37,17,40,31.02,16.0
30,355,291,28088.39,10277.62,16,35,233.39,14.0
30,355,291,28088.39,10277.62,16,35,241.63,13.0
30,355,291,28088.39,10277.62,16,35,310.81,12.0
30,355,291,28088.39,10277.62,16,35,0.0,18.0
30,355,291,28088.39,10277.62,16,35,31.02,16.0
30,355,291,28111.25,9959.72,16,36,233.39,14.0
30,355,291,28111.25,9959.72,16,36,241.63,13.0
30,355,291,28111.25,9959.72,16,36,310.81,12.0
30,355,291,28111.25,9959.72,16,36,0.0,18.0
30,355,291,28111.25,9959.72,16,36,31.02,16.0
30,355,291,28163.91,9994.28,16,35,233.39,14.0
30,355,291,28163.91,9994.28,16,35,241.63,13.0
30,355,291,28163.91,9994.28,16,35,310.81,12.0
30,355,291,28163.91,9994.28,16,35,0.0,18.0
30,355,291,28163.91,9994.28,16,35,31.02,16.0
30,355,292,27763.23,10630.47,17,34,233.39,14.0
30,355,292,27763.23,10630.47,17,34,241.63,13.0
30,355,292,27763.23,10630.47,17,34,310.81,12.0
30,355,292,27763.23,10630.47,17,34,0.0,18.0
30,355,292,27763.23,10630.47,17,34,31.02,16.0
30,355,292,28044.96,9994.28,16,35,233.39,14.0
30,355,292,28044.96,9994.28,16,35,241.63,13.0
30,355,292,28044.96,9994.28,16,35,310.81,12.0
30,355,292,28044.96,9994.28,16,35,0.0,18.0
30,355,292,28044.96,9994.28,16,35,31.02,16.0
30,355,292,28227.08,10273.56,16,34,233.39,14.0
30,355,292,28227.08,10273.56,16,34,241.63,13.0
30,355,292,28227.08,10273.56,16,34,310.81,12.0
30,355,292,28227.08,10273.56,16,34,0.0,18.0
30,355,292,28227.08,10273.56,16,34,31.02,16.0
30,355,292,28247.97,10254.83,16,34,233.39,14.0
30,355,292,28247.97,10254.83,16,34,241.63,13.0
30,355,292,28247.97,10254.83,16,34,310.81,12.0
30,355,292,28247.97,10254.83,16,34,0.0,18.0
30,355,292,28247.97,10254.83,16,34,31.02,16.0
30,355,293,27769.48,10526.99,17,34,233.39,14.0
30,355,293,27769.48,10526.99,17,34,241.63,13.0
30,355,293,27769.48,10526.99,17,34,310.81,12.0
30,355,293,27769.48,10526.99,17,34,0.0,18.0
30,355,293,27769.48,10526.99,17,34,31.02,16.0
30,355,293,28291.84,10110.35,16,34,233.39,14.0
30,355,293,28291.84,10110.35,16,34,241.63,13.0
30,355,293,28291.84,10110.35,16,34,310.81,12.0
30,355,293,28291.84,10110.35,16,34,0.0,18.0
30,355,293,28291.84,10110.35,16,34,31.02,16.0
30,355,293,28387.34,10009.48,16,34,233.39,14.0
30,355,293,28387.34,10009.48,16,34,241.63,13.0
30,355,293,28387.34,10009.48,16,34,310.81,12.0
30,355,293,28387.34,10009.48,16,34,0.0,18.0
30,355,293,28387.34,10009.48,16,34,31.02,16.0
30,355,293,28650.91,9846.35,17,34,233.39,14.0
30,355,293,28650.91,9846.35,17,34,241.63,13.0
30,355,293,28650.91,9846.35,17,34,310.81,12.0
30,355,293,28650.91,9846.35,17,34,0.0,18.0
30,355,293,28650.91,9846.35,17,34,31.02,16.0
30,355,294,27346.74,10009.89,17,37,233.39,14.0
30,355,294,27346.74,10009.89,17,37,241.63,13.0
30,355,294,27346.74,10009.89,17,37,310.81,12.0
30,355,294,27346.74,10009.89,17,37,0.0,18.0
30,355,294,27346.74,10009.89,17,37,31.02,16.0
30,355,294,27365.39,10009.89,17,36,233.39,14.0
30,355,294,27365.39,10009.89,17,36,241.63,13.0
30,355,294,27365.39,10009.89,17,36,310.81,12.0
30,355,294,27365.39,10009.89,17,36,0.0,18.0
30,355,294,27365.39,10009.89,17,36,31.02,16.0
30,355,294,27654.4,10705.03,17,34,233.39,14.0
30,355,294,27654.4,10705.03,17,34,241.63,13.0
30,355,294,27654.4,10705.03,17,34,310.81,12.0
30,355,294,27654.4,10705.03,17,34,0.0,18.0
30,355,294,27654.4,10705.03,17,34,31.02,16.0
30,355,294,27673.9,10705.03,17,33,233.39,14.0
30,355,294,27673.9,10705.03,17,33,241.63,13.0
30,355,294,27673.9,10705.03,17,33,310.81,12.0
30,355,294,27673.9,10705.03,17,33,0.0,18.0
30,355,294,27673.9,10705.03,17,33,31.02,16.0
30,355,294,27701.91,10654.38,17,33,233.39,14.0
30,355,294,27701.91,10654.38,17,33,241.63,13.0
30,355,294,27701.91,10654.38,17,33,310.81,12.0
30,355,294,27701.91,10654.38,17,33,0.0,18.0
30,355,294,27701.91,10654.38,17,33,31.02,16.0
30,355,294,28052.5,10266.64,16,34,233.39,14.0
30,355,294,28052.5,10266.64,16,34,241.63,13.0
30,355,294,28052.5,10266.64,16,34,310.81,12.0
30,355,294,28052.5,10266.64,16,34,0.0,18.0
30,355,294,28052.5,10266.64,16,34,31.02,16.0
30,355,294,28227.29,10231.75,16,34,233.39,14.0
30,355,294,28227.29,10231.75,16,34,241.63,13.0
30,355,294,28227.29,10231.75,16,34,310.81,12.0
30,355,294,28227.29,10231.75,16,34,0.0,18.0
