Instance,Site Fulfillment,Runtime,Status,MIPGap
Construction_a3_o80_m10_an10_ar9_reduced.json,3.0,0.14140915870666504,2,0
Construction_a5_o96_m10_an10_ar10_reduced.json,5.0,0.20517396926879883,2,0
Construction_a10_o107_m5_an57_ar12.json,9.5,0.29299187660217285,2,0
Construction_a15_o170_m9_an80_ar18.json,15.0,1.3603379726409912,2,0
Construction_a20_o236_m12_an106_ar24.json,17.920454545454547,3.1134488582611084,2,0
Construction_a25_o306_m13_an127_ar31.json,22.499999999999993,5.9461541175842285,2,0
Construction_a30_o355_m18_an148_ar42.json,30.0,11.307174921035767,2,0
Construction_a40_o476_m22_an215_ar51.json,38.0,21.477715015411377,2,0
Construction_a50_o578_m28_an276_ar66.json,47.88068181818181,57.02869200706482,2,0
