Solution ID,Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Transport Attachments,Machines,Workers,Attachments
437,145,1258,1200,466694.95,162512.34,15086.37,46,79,72
438,145,1258,1200,466694.95,162512.34,15175.72,46,79,71
439,145,1258,1200,466699.14,162512.34,15130.3,46,79,71
440,145,1258,1200,466718.47,161826.75,14839.81,46,79,72
441,145,1258,1200,466804.16,160879.54,15770.82,46,79,71
442,145,1258,1200,466804.16,162051.02,15730.94,46,79,71
443,145,1258,1200,466866.8,161816.24,14845.44,46,79,73
444,145,1258,1200,466998.25,162496.38,15162.37,46,79,71
445,145,1258,1200,467178.69,167451.58,16765.57,46,79,65
446,145,1258,1200,467556.37,161297.45,15305.69,46,79,72
447,145,1258,1200,467599.98,161262.25,15305.69,46,79,72
448,145,1258,1200,467659.39,160436.29,16548.44,46,79,67
449,145,1258,1200,467802.05,160419.68,15959.23,46,79,67
450,145,1258,1200,467802.05,160464.53,15873.53,46,79,67
451,145,1258,1200,467830.53,165593.59,13550.68,46,79,70
452,145,1258,1200,467830.53,166026.12,13029.68,46,79,70
453,145,1258,1200,467945.35,160760.85,16736.95,46,79,66
454,145,1258,1200,468009.37,160015.56,16495.22,46,79,69
455,145,1258,1200,468009.37,160044.16,16296.09,46,79,69
456,145,1258,1200,468014.59,160760.85,16438.98,46,79,66
457,145,1258,1200,468060.87,165569.98,13550.68,46,79,70
458,145,1258,1200,468113.36,160461.66,16277.46,46,79,66
459,145,1258,1200,468113.36,160735.5,16148.69,46,79,66
460,145,1258,1200,468114.73,168710.53,14036.52,46,79,68
461,145,1258,1200,468121.49,165506.78,13550.68,46,79,70
462,145,1258,1200,468156.99,161649.57,14050.07,46,79,74
463,145,1258,1200,468247.77,161649.57,14040.94,46,79,75
464,145,1258,1200,468742.97,168705.43,13633.9,46,79,68
465,145,1258,1200,468761.23,168595.18,13598.12,46,79,68
466,145,1258,1200,468791.35,168482.08,14241.62,46,79,63
467,145,1258,1200,469054.84,168372.14,14114.66,46,79,63
468,145,1258,1200,469081.36,165319.91,14185.83,46,79,70
469,145,1258,1200,469116.02,164140.67,12173.9,46,79,71
470,145,1258,1200,469138.74,168705.43,13547.06,46,79,68
471,145,1258,1200,469169.77,167901.27,13409.19,46,79,69
472,145,1258,1200,469303.2,163604.21,12531.04,46,79,71
473,145,1258,1200,469321.94,167951.48,13547.06,46,79,68
474,145,1258,1200,469597.9,164929.37,14891.41,46,79,70
475,145,1258,1200,469597.9,164929.37,14891.58,46,79,69
476,145,1258,1200,469597.9,165004.91,14803.56,46,79,70
477,145,1258,1200,469597.9,165167.72,14650.39,46,79,68
478,145,1258,1200,469731.51,164870.92,15621.89,46,79,68
479,145,1258,1200,469731.51,164870.92,15635.53,46,79,67
480,145,1258,1200,469743.01,164702.52,15612.54,46,79,68
481,145,1258,1200,469814.02,169081.11,13964.1,46,79,63
482,145,1258,1200,469900.82,165004.76,14803.56,46,79,70
483,145,1258,1200,469900.82,165004.8,14799.56,46,79,70
484,145,1258,1200,470012.43,168875.47,12777.77,46,79,66
485,145,1258,1200,470070.42,168800.83,13346.12,46,79,63
486,145,1258,1200,470070.42,168856.16,12780.27,46,79,65
487,145,1258,1200,470077.29,165513.14,12101.12,46,79,72
488,145,1258,1200,470077.29,165513.14,12145.04,46,79,71
489,145,1258,1200,470101.3,160414.92,15963.6,46,79,66
490,145,1258,1200,470557.29,164120.15,15612.54,46,79,69
491,145,1258,1200,470691.72,166064.82,12575.5,46,79,69
492,145,1258,1200,470691.72,166064.82,12619.42,46,79,68
493,145,1258,1200,470761.95,159771.76,16327.49,46,79,67
494,145,1258,1200,470776.45,161572.9,15240.61,46,79,72
495,145,1258,1200,470776.45,161575.5,15429.74,46,79,71
496,145,1258,1200,470776.45,161746.38,15759.18,46,79,70
497,145,1258,1200,470837.15,164141.57,16297.2,46,79,65
498,145,1258,1200,470989.19,163708.8,16297.2,46,79,65
499,145,1258,1200,471030.73,163708.8,15921.92,46,79,65
500,145,1258,1200,471210.6,164875.58,14860.04,46,79,63
501,145,1258,1200,471257.83,160348.34,15998.04,46,79,68
502,145,1258,1200,471318.23,163675.04,16028.94,46,79,65
503,145,1258,1200,471388.43,161222.38,15296.45,46,79,69
504,145,1258,1200,471755.38,161381.42,15626.93,46,79,67
505,145,1258,1200,471765.71,163674.87,15942.75,46,79,66
506,145,1258,1200,471878.22,161211.7,15296.45,46,79,69
507,145,1258,1200,471960.99,161337.72,15626.93,46,79,67
508,145,1258,1200,471966.41,160800.95,14929.05,46,79,66
509,145,1258,1200,471966.41,161273.04,14777.44,46,79,66
510,145,1258,1200,471966.41,161531.84,14715.22,46,79,66
511,145,1258,1200,471966.41,161560.21,14646.04,46,79,66
512,145,1258,1200,472009.44,164731.56,13065.47,46,79,63
513,145,1258,1200,472009.44,164745.53,12977.63,46,79,64
514,145,1258,1200,472051.19,165562.6,12479.06,46,79,65
515,145,1258,1200,472138.17,161512.23,14695.85,46,79,68
516,145,1258,1200,472138.17,161512.23,14765.1,46,79,67
517,145,1258,1200,472161.11,161512.23,14712.72,46,79,67
518,145,1258,1200,472261.49,164504.69,15584.23,46,79,63
519,145,1258,1200,472355.01,165655.03,13106.96,46,79,62
520,145,1258,1200,472380.54,165458.85,13106.96,46,79,62
521,145,1258,1200,472384.89,165481.96,12445.21,46,79,67
522,145,1258,1200,472384.89,165708.75,12374.06,46,79,67
523,145,1258,1200,472413.27,165562.6,12473.82,46,79,66
524,145,1258,1200,472462.45,165458.85,13017.61,46,79,62
525,145,1258,1200,472466.77,159422.04,15146.78,46,79,74
526,145,1258,1200,472468.52,160937.01,14880.56,46,79,67
527,145,1258,1200,472500.87,165458.85,13017.22,46,79,62
528,145,1258,1200,472556.42,160496.92,15779.56,46,79,72
529,145,1258,1200,472843.13,160600.25,14951.63,46,79,69
530,145,1258,1200,472847.64,165011.86,15553.82,46,79,61
531,145,1258,1200,472847.64,165522.13,15537.29,46,79,61
532,145,1258,1200,472873.78,164881.16,15003.56,46,79,62
533,145,1258,1200,472879.65,165509.8,12309.46,46,79,69
534,145,1258,1200,472910.02,165192.47,12315.02,46,79,68
535,145,1258,1200,472966.64,163764.1,13722.9,46,79,70
536,145,1258,1200,473063.81,164505.39,15607.47,46,79,62
537,145,1258,1200,473063.81,164695.88,15314.91,46,79,62
538,145,1258,1200,473063.81,165020.43,15537.29,46,79,61
539,145,1258,1200,473070.45,165321.55,12445.21,46,79,67
540,145,1258,1200,473084.58,162767.03,14415.86,46,79,69
541,145,1258,1200,473084.58,163229.3,13719.63,46,79,70
542,145,1258,1200,473213.33,159893.42,15319.89,46,79,73
543,145,1258,1200,473222.83,163278.81,14091.68,46,79,67
544,145,1258,1200,473324.56,165132.35,11916.37,46,79,70
545,145,1258,1200,473534.96,164206.12,13436.38,46,79,65
546,145,1258,1200,473534.96,164206.12,13510.53,46,79,64
547,145,1258,1200,473554.87,164805.29,12317.02,46,79,68
548,145,1258,1200,473593.14,164533.86,12316.58,46,79,68
549,145,1258,1200,473595.97,162964.55,14127.62,46,79,68
550,145,1258,1200,473642.05,162964.55,13891.5,46,79,69
551,145,1258,1200,473693.03,164206.12,13220.2,46,79,64
552,145,1258,1200,473706.39,162974.68,13889.06,46,79,69
553,145,1258,1200,473773.27,164891.55,12445.21,46,79,67
554,145,1258,1200,473881.34,163518.07,13305.97,46,79,63
555,145,1258,1200,474223.98,164206.12,13132.75,46,79,64
556,145,1258,1200,474289.62,159879.34,14821.73,46,79,71
557,145,1258,1200,474393.62,159878.41,14821.73,46,79,72
558,145,1258,1200,474393.62,159887.84,14758.09,46,79,72
559,145,1258,1200,474568.11,159157.58,15034.29,46,79,71
560,145,1258,1200,474673.64,163182.78,13293.78,46,79,62
561,145,1258,1200,474673.64,163518.07,13288.98,46,79,63
562,145,1258,1200,474866.66,159541.8,15020.58,46,79,72
563,145,1258,1200,475026.12,159717.98,15716.66,46,79,70
564,145,1258,1200,475026.12,159748.52,15642.48,46,79,70
565,145,1258,1200,475066.0,163182.78,13241.24,46,79,63
566,145,1258,1200,475184.78,159157.58,15010.17,46,79,72
567,145,1258,1200,475184.78,159157.58,15023.8,46,79,71
568,145,1258,1200,476764.71,159560.01,14685.83,46,79,65
569,145,1258,1200,476835.85,165397.5,12850.98,46,79,65
570,145,1258,1200,477136.89,161473.64,13734.57,46,79,60
571,145,1258,1200,477450.33,165114.93,12782.07,46,79,65
572,145,1258,1200,477501.58,162250.13,15300.05,46,79,59
573,145,1258,1200,477562.18,161979.69,15298.81,46,79,59
574,145,1258,1200,477562.18,162295.29,15285.17,46,79,59
575,145,1258,1200,477614.28,165114.93,12721.54,46,79,65
576,145,1258,1200,477635.36,166545.54,12001.16,46,79,66
577,145,1258,1200,477689.93,165669.18,12001.16,46,79,66
578,145,1258,1200,477711.14,166545.54,11493.93,46,79,68
579,145,1258,1200,477711.14,166545.54,11650.02,46,79,66
580,145,1258,1200,477809.45,166204.67,11885.32,46,79,66
581,145,1258,1200,477809.45,166541.31,11493.93,46,79,68
582,145,1258,1200,477809.45,166541.31,11763.88,46,79,67
583,145,1258,1200,478034.5,158506.51,15292.69,46,79,66
584,145,1258,1200,478097.69,158487.05,15200.74,46,79,67
585,145,1258,1200,478120.75,163186.33,12798.5,46,79,61
586,145,1258,1200,478298.31,161053.4,14724.74,46,79,60
587,145,1258,1200,478332.85,161872.67,15244.98,46,79,59
588,145,1258,1200,478434.29,158506.51,15229.55,46,79,66
589,145,1258,1200,478461.81,160589.35,15487.06,46,79,59
590,145,1258,1200,478465.33,161053.4,14199.87,46,79,61
591,145,1258,1200,478465.33,161053.4,14303.43,46,79,60
592,145,1258,1200,478647.44,160456.96,14861.71,46,79,61
593,145,1258,1200,478647.44,160456.96,15427.48,46,79,60
594,145,1258,1200,478806.38,163653.32,12591.19,46,79,65
595,145,1258,1200,478806.38,163884.34,12446.75,46,79,66
596,145,1258,1200,478816.76,160581.98,15195.04,46,79,59
597,145,1258,1200,478867.54,160990.68,14635.37,46,79,60
598,145,1258,1200,478921.93,160791.51,14922.14,46,79,60
599,145,1258,1200,478993.71,163363.5,12591.19,46,79,65
600,145,1258,1200,479000.19,163127.63,12547.42,46,79,65
601,145,1258,1200,479135.46,163120.48,12563.4,46,79,65
602,145,1258,1200,479135.46,163120.48,12695.24,46,79,64
603,145,1258,1200,479375.38,166876.08,11409.88,46,79,71
604,145,1258,1200,479469.71,166877.37,10604.28,46,79,71
605,145,1258,1200,479686.14,165286.11,12439.46,46,79,65
606,145,1258,1200,479790.12,160245.96,13963.67,46,79,63
607,145,1258,1200,479891.17,160116.07,13760.93,46,79,64
608,145,1258,1200,479891.17,160486.9,13629.1,46,79,64
609,145,1258,1200,480295.72,160232.63,13963.67,46,79,63
610,145,1258,1200,480333.71,164624.91,12431.18,46,79,65
611,145,1258,1200,480373.6,165575.12,12081.0,46,79,69
612,145,1258,1200,480840.38,161756.9,12661.53,46,79,64
613,145,1258,1200,480980.8,161756.9,13118.85,46,79,62
614,145,1258,1201,462037.0,171037.82,15948.86,46,79,67
615,145,1258,1201,462037.0,171037.82,16036.27,46,79,66
616,145,1258,1201,462177.05,164644.88,16677.05,46,79,71
617,145,1258,1201,462341.45,163067.27,16488.77,46,79,72
618,145,1258,1201,462372.36,164644.88,16677.05,46,79,70
619,145,1258,1201,462392.63,164609.62,16668.66,46,79,71
620,145,1258,1201,462460.9,170275.12,16037.92,46,79,66
621,145,1258,1201,462460.9,171037.82,16035.05,46,79,66
622,145,1258,1201,462812.17,163067.27,16488.77,46,79,71
623,145,1258,1201,462853.15,170275.12,16126.19,46,79,65
624,145,1258,1201,463090.55,163206.94,15998.99,46,79,71
625,145,1258,1201,463331.94,162221.43,15998.99,46,79,71
626,145,1258,1201,463866.15,164514.72,16673.98,46,79,70
627,145,1258,1201,463906.67,162221.43,15711.53,46,79,72
628,145,1258,1201,464194.63,166223.19,17237.05,46,79,65
629,145,1258,1201,464224.66,161918.08,15711.53,46,79,72
630,145,1258,1201,464834.77,166223.19,17280.97,46,79,64
631,145,1258,1201,464839.8,166223.19,16990.64,46,79,64
632,145,1258,1201,465092.45,166204.41,16990.64,46,79,64
633,145,1258,1201,465232.51,167444.72,15623.57,46,79,67
634,145,1258,1201,465287.88,167422.74,15672.06,46,79,66
635,145,1258,1201,465316.85,166872.37,14984.71,46,79,70
636,145,1258,1201,465316.85,166872.37,15028.63,46,79,69
637,145,1258,1201,465316.86,167312.08,15665.77,46,79,66
638,145,1258,1201,465351.74,159903.57,16482.72,46,79,69
639,145,1258,1201,465407.87,162538.86,14885.5,46,79,71
640,145,1258,1201,465471.09,166799.16,15665.77,46,79,66
641,145,1258,1201,465474.91,159812.17,16482.72,46,79,69
642,145,1258,1201,465474.91,159909.24,16437.53,46,79,69
643,145,1258,1201,465507.2,166758.57,15099.07,46,79,69
644,145,1258,1201,465507.2,166887.06,15052.92,46,79,68
645,145,1258,1201,465782.33,161727.24,15716.88,46,79,73
646,145,1258,1201,465841.54,159903.57,16470.72,46,79,69
647,145,1258,1201,465901.92,166799.16,15617.35,46,79,66
648,145,1258,1201,466074.83,161456.61,15709.36,46,79,73
649,145,1258,1201,466282.16,161474.44,15730.94,46,79,71
650,145,1258,1201,466282.16,161734.01,15725.53,46,79,72
651,145,1258,1201,466436.29,161456.61,15703.87,46,79,73
652,145,1258,1201,466992.16,161732.83,14720.44,46,79,73
653,145,1258,1201,467009.82,161503.61,14720.44,46,79,73
654,145,1258,1201,467009.82,161703.44,14390.99,46,79,74
655,145,1258,1201,467349.84,163835.31,14500.41,46,79,73
656,145,1258,1201,467349.84,163835.31,14503.54,46,79,72
657,145,1258,1201,467591.69,161262.25,15305.69,46,79,72
658,145,1258,1201,467669.77,169183.78,12868.99,46,79,69
659,145,1258,1201,467669.77,169183.78,13260.99,46,79,68
660,145,1258,1201,467731.54,168208.14,15384.09,46,79,67
661,145,1258,1201,467732.83,161515.94,14540.54,46,79,74
662,145,1258,1201,467732.83,161555.98,14040.94,46,79,75
663,145,1258,1201,467767.42,161457.18,14040.94,46,79,75
664,145,1258,1201,467862.13,168254.59,15240.73,46,79,67
665,145,1258,1201,468301.36,168860.55,13266.33,46,79,68
666,145,1258,1201,468301.36,168866.99,13094.14,46,79,68
667,145,1258,1201,468301.36,169615.44,12956.27,46,79,68
668,145,1258,1201,468342.04,168082.5,15384.09,46,79,67
669,145,1258,1201,468620.44,168820.87,13992.59,46,79,68
670,145,1258,1201,468632.56,160948.85,14446.54,46,79,71
671,145,1258,1201,468697.93,168208.14,15334.15,46,79,67
672,145,1258,1201,468697.93,168490.26,14922.91,46,79,68
673,145,1258,1201,468710.95,168439.91,13708.5,46,79,68
674,145,1258,1201,468868.21,160948.85,14441.17,46,79,72
675,145,1258,1201,468895.35,167796.01,14300.28,46,79,63
676,145,1258,1201,468998.45,168526.98,13660.27,46,79,68
677,145,1258,1201,469150.83,167881.2,13711.39,46,79,67
678,145,1258,1201,469169.77,167881.2,13409.19,46,79,68
679,145,1258,1201,469183.11,160948.85,14404.27,46,79,72
680,145,1258,1201,469183.11,161617.77,14096.33,46,79,72
681,145,1258,1201,469236.23,164140.67,12145.04,46,79,71
682,145,1258,1201,469257.23,167236.98,14247.74,46,79,63
683,145,1258,1201,469280.47,167241.22,14151.82,46,79,63
684,145,1258,1201,469282.29,165117.78,15002.02,46,79,69
685,145,1258,1201,469282.29,165119.63,15050.52,46,79,68
686,145,1258,1201,469335.13,167951.86,13704.51,46,79,67
687,145,1258,1201,469807.67,169551.76,12777.77,46,79,66
688,145,1258,1201,469963.72,164339.42,15353.34,46,79,70
689,145,1258,1201,469963.72,164724.13,15353.34,46,79,69
690,145,1258,1201,470043.61,169027.47,13964.1,46,79,63
691,145,1258,1201,470167.43,163131.63,15530.6,46,79,70
692,145,1258,1201,470272.14,164339.42,15353.34,46,79,69
693,145,1258,1201,470557.29,164149.11,15353.34,46,79,69
694,145,1258,1201,470642.69,164777.06,14683.97,46,79,64
695,145,1258,1201,470642.69,165212.53,15249.45,46,79,63
696,145,1258,1201,470681.55,163962.34,14510.09,46,79,64
697,145,1258,1201,470720.73,163419.56,14510.09,46,79,64
698,145,1258,1201,470720.73,163419.56,14663.2,46,79,63
699,145,1258,1201,470739.79,160177.55,16327.49,46,79,67
700,145,1258,1201,471195.9,164435.43,13402.4,46,79,68
701,145,1258,1201,471195.9,164923.5,13387.04,46,79,69
702,145,1258,1201,471275.44,165864.79,14967.05,46,79,62
703,145,1258,1201,471275.44,165966.84,14961.81,46,79,62
704,145,1258,1201,471328.44,164162.87,13118.83,46,79,68
705,145,1258,1201,471685.42,162602.78,13119.09,46,79,69
706,145,1258,1201,471701.54,162341.01,13288.09,46,79,69
707,145,1258,1201,471746.73,161539.2,13477.09,46,79,71
708,145,1258,1201,471746.73,161695.6,13103.72,46,79,71
709,145,1258,1201,471746.73,161726.3,13276.94,46,79,70
710,145,1258,1201,471746.73,162341.01,13285.59,46,79,69
711,145,1258,1201,471762.94,162341.01,13119.09,46,79,69
712,145,1258,1201,471878.22,161334.82,15383.24,46,79,68
713,145,1258,1201,471909.61,161334.82,15626.93,46,79,67
714,145,1258,1201,472009.44,164726.25,13065.47,46,79,63
715,145,1258,1201,472142.77,165096.27,12479.03,46,79,65
716,145,1258,1201,472172.51,164836.62,15569.05,46,79,62
717,145,1258,1201,472248.65,166013.25,13689.56,46,79,62
718,145,1258,1201,472360.52,160058.72,15724.82,46,79,69
719,145,1258,1201,472436.17,162051.64,13119.09,46,79,69
720,145,1258,1201,472436.17,162051.64,13598.54,46,79,68
721,145,1258,1201,472518.54,164726.25,12991.42,46,79,63
722,145,1258,1201,472519.47,165337.38,12919.84,46,79,63
723,145,1258,1201,472548.3,165337.38,12632.38,46,79,64
724,145,1258,1201,472628.0,160058.72,15399.62,46,79,69
725,145,1258,1201,472841.89,164244.6,15607.47,46,79,62
726,145,1258,1201,472857.55,163774.31,15366.94,46,79,61
727,145,1258,1201,472857.55,164001.09,15326.4,46,79,61
728,145,1258,1201,472958.23,160550.34,14723.0,46,79,71
729,145,1258,1201,473011.12,160550.34,14925.92,46,79,70
730,145,1258,1201,473011.12,160580.78,14951.63,46,79,69
731,145,1258,1201,473120.77,160550.34,14635.59,46,79,71
732,145,1258,1201,473338.59,163872.58,15318.45,46,79,62
733,145,1258,1201,473450.6,163633.47,15326.4,46,79,62
734,145,1258,1201,473470.99,163592.34,15037.49,46,79,62
735,145,1258,1201,473646.38,163515.65,13160.12,46,79,62
736,145,1258,1201,473658.99,164988.85,11916.37,46,79,70
737,145,1258,1201,473708.26,165438.59,11914.89,46,79,70
738,145,1258,1201,473872.43,159673.86,15128.53,46,79,67
739,145,1258,1201,474025.09,163502.91,13160.12,46,79,62
740,145,1258,1201,474189.34,163308.03,13160.12,46,79,62
741,145,1258,1201,474472.64,159770.48,15120.28,46,79,67
742,145,1258,1201,474920.17,159630.38,15120.28,46,79,67
743,145,1258,1201,474952.84,162015.93,14252.61,46,79,65
744,145,1258,1201,475163.86,162005.16,13993.51,46,79,63
745,145,1258,1201,476763.07,159670.74,14439.39,46,79,67
746,145,1258,1201,476763.47,159666.08,14439.39,46,79,66
747,145,1258,1201,476927.31,159879.6,14442.29,46,79,65
748,145,1258,1201,476931.4,159807.82,14398.37,46,79,65
749,145,1258,1201,477249.42,161328.17,13734.57,46,79,60
750,145,1258,1201,477249.42,161328.17,15300.05,46,79,59
751,145,1258,1201,477253.71,159560.01,14398.37,46,79,65
752,145,1258,1201,477369.11,161907.24,13637.57,46,79,60
753,145,1258,1201,477369.11,162090.97,13591.68,46,79,60
754,145,1258,1201,477716.46,158445.85,16068.53,46,79,67
755,145,1258,1201,477777.68,158445.85,16024.61,46,79,67
756,145,1258,1201,477906.11,160498.81,12222.71,46,79,68
757,145,1258,1201,477906.11,160631.22,12176.45,46,79,68
758,145,1258,1201,477954.95,163119.89,12798.5,46,79,60
759,145,1258,1201,477954.95,163325.06,12793.26,46,79,60
760,145,1258,1201,478041.04,162342.75,13547.75,46,79,60
761,145,1258,1201,478041.04,162986.17,13373.87,46,79,60
762,145,1258,1201,478489.18,164657.99,12524.76,46,79,64
763,145,1258,1201,478735.42,164657.99,12476.26,46,79,64
764,145,1258,1201,478791.73,166441.88,10798.51,46,79,71
765,145,1258,1201,478821.61,165967.75,11489.96,46,79,70
766,145,1258,1201,478947.7,166144.07,10725.58,46,79,71
767,145,1258,1201,479182.73,165926.02,10798.51,46,79,71
768,145,1258,1201,479182.73,165967.75,10882.48,46,79,70
769,145,1258,1201,479257.04,166896.72,10642.54,46,79,71
770,145,1258,1201,479353.89,166558.15,10642.54,46,79,72
771,145,1258,1201,479439.33,164942.8,11853.34,46,79,64
772,145,1258,1201,479882.96,164942.8,11836.04,46,79,65
773,145,1258,1201,479902.63,165249.38,11715.3,46,79,67
774,145,1258,1201,480078.93,164801.43,12126.37,46,79,66
775,145,1258,1201,480619.37,160116.07,13712.43,46,79,65
776,145,1258,1201,480766.88,161768.83,12564.53,46,79,65
777,145,1258,1201,480829.55,160062.22,13699.16,46,79,65
778,145,1258,1201,480840.38,161748.39,12564.53,46,79,65
779,145,1258,1201,480840.38,161748.39,12661.53,46,79,64
780,145,1258,1201,480980.8,161723.38,13292.73,46,79,62
781,145,1258,1201,481164.71,160062.22,13699.16,46,79,64
782,145,1258,1202,461819.22,170736.29,15288.03,46,79,67
783,145,1258,1202,463866.15,164433.48,16673.98,46,79,70
784,145,1258,1202,464511.58,161765.02,15862.69,46,79,71
785,145,1258,1202,464511.58,162216.75,15740.39,46,79,71
786,145,1258,1202,464859.96,165530.16,16737.21,46,79,68
787,145,1258,1202,464859.96,166118.69,16405.1,46,79,68
788,145,1258,1202,464873.62,165753.28,16061.17,46,79,69
789,145,1258,1202,464924.46,165557.44,16610.8,46,79,68
790,145,1258,1202,465208.96,166536.18,14784.66,46,79,70
791,145,1258,1202,465244.94,166536.18,15162.27,46,79,69
792,145,1258,1202,465355.01,165660.95,16585.24,46,79,68
793,145,1258,1202,465396.2,165504.33,16585.24,46,79,68
794,145,1258,1202,465464.5,166794.9,15615.69,46,79,67
795,145,1258,1202,465507.2,166729.56,15052.92,46,79,68
796,145,1258,1202,465764.21,166790.91,15615.69,46,79,67
797,145,1258,1202,466203.09,161743.71,15712.54,46,79,72
798,145,1258,1202,466300.32,161743.71,15701.75,46,79,72
799,145,1258,1202,466478.46,163060.66,14720.44,46,79,73
800,145,1258,1202,466519.34,161419.54,15703.87,46,79,73
801,145,1258,1202,466519.34,161692.15,15711.87,46,79,72
802,145,1258,1202,466575.8,163410.18,14711.95,46,79,71
803,145,1258,1202,466816.12,162089.48,14720.44,46,79,73
804,145,1258,1202,466841.17,160021.87,17165.01,46,79,67
805,145,1258,1202,466903.95,161677.43,15711.87,46,79,72
806,145,1258,1202,466936.81,161329.38,15712.54,46,79,72
807,145,1258,1202,467028.94,163892.78,14504.67,46,79,73
808,145,1258,1202,467093.83,159466.11,17248.95,46,79,67
809,145,1258,1202,467093.83,159466.11,17578.39,46,79,66
810,145,1258,1202,467192.36,163892.78,14504.67,46,79,72
811,145,1258,1202,467349.84,163809.56,14503.54,46,79,72
812,145,1258,1202,467462.06,163470.37,14503.54,46,79,72
813,145,1258,1202,467669.77,168942.33,13908.3,46,79,68
814,145,1258,1202,467669.77,168942.8,13260.99,46,79,68
815,145,1258,1202,467842.56,167999.52,15397.7,46,79,67
816,145,1258,1202,467851.45,168709.22,13708.5,46,79,68
817,145,1258,1202,468002.35,167999.52,15384.09,46,79,67
818,145,1258,1202,468074.52,160340.53,15026.88,46,79,70
819,145,1258,1202,468142.24,159013.81,15104.22,46,79,68
820,145,1258,1202,468387.83,167868.11,15384.09,46,79,67
821,145,1258,1202,468532.37,160420.34,14697.43,46,79,69
822,145,1258,1202,468625.72,167805.17,12777.77,46,79,66
823,145,1258,1202,468748.52,159020.72,14399.06,46,79,69
824,145,1258,1202,469014.3,167551.67,12777.77,46,79,66
825,145,1258,1202,469194.91,160486.99,14291.24,46,79,69
826,145,1258,1202,469263.74,161328.33,14176.93,46,79,69
827,145,1258,1202,469308.97,167241.22,13964.1,46,79,63
828,145,1258,1202,469321.56,167461.48,13645.45,46,79,66
829,145,1258,1202,469321.56,167461.48,13654.81,46,79,65
830,145,1258,1202,469391.36,159020.72,14686.51,46,79,68
831,145,1258,1202,469440.12,160948.85,14228.44,46,79,72
832,145,1258,1202,469455.32,160730.34,14484.64,46,79,68
833,145,1258,1202,469765.44,160948.85,13701.12,46,79,71
834,145,1258,1202,470054.7,160948.85,13410.79,46,79,71
835,145,1258,1202,470190.41,167382.43,13306.8,46,79,66
836,145,1258,1202,470190.63,160120.66,13462.16,46,79,71
837,145,1258,1202,470275.02,168166.04,12741.36,46,79,66
838,145,1258,1202,470642.69,163962.34,14683.97,46,79,64
839,145,1258,1202,470679.88,167382.43,13064.19,46,79,66
840,145,1258,1202,470717.98,160077.84,13462.16,46,79,71
841,145,1258,1202,470720.73,163419.56,14580.21,46,79,63
842,145,1258,1202,470778.38,163174.23,14292.76,46,79,63
843,145,1258,1202,470778.38,163174.23,14294.73,46,79,62
844,145,1258,1202,472857.55,163633.47,15326.4,46,79,61
845,145,1258,1202,473093.98,166831.74,13842.13,46,79,59
846,145,1258,1202,473173.75,166813.13,14442.21,46,79,59
847,145,1258,1202,473200.01,166813.13,14393.71,46,79,59
848,145,1258,1202,473339.68,161784.65,13729.49,46,79,68
849,145,1258,1202,473868.89,159673.86,15128.53,46,79,67
850,145,1258,1202,473916.15,158651.3,15127.65,46,79,67
851,145,1258,1202,474360.07,166433.95,14883.76,46,79,60
852,145,1258,1202,474360.07,166628.77,14067.64,46,79,60
853,145,1258,1202,474360.07,166628.77,14116.14,46,79,59
854,145,1258,1202,474360.07,166813.13,14112.76,46,79,59
855,145,1258,1202,474472.64,158718.27,15120.28,46,79,67
856,145,1258,1202,474494.25,166229.84,14527.16,46,79,60
857,145,1258,1202,474744.62,162015.93,14255.52,46,79,64
858,145,1258,1202,474821.69,162015.93,13971.27,46,79,63
859,145,1258,1202,474843.4,166433.95,14466.06,46,79,60
860,145,1258,1202,474952.84,161470.11,13593.72,46,79,65
861,145,1258,1202,475163.86,162004.74,13993.51,46,79,63
862,145,1258,1202,475183.34,161983.79,13849.41,46,79,63
863,145,1258,1202,476794.16,160277.08,14245.61,46,79,65
864,145,1258,1202,476919.25,158260.56,15435.96,46,79,68
865,145,1258,1202,476972.66,160277.08,14242.7,46,79,66
866,145,1258,1202,477192.81,160277.08,13965.07,46,79,67
867,145,1258,1202,477192.81,160890.24,13308.14,46,79,66
868,145,1258,1202,477264.5,160890.24,12688.6,46,79,68
869,145,1258,1202,477264.5,160890.24,12978.93,46,79,67
870,145,1258,1202,477440.0,158445.85,16024.61,46,79,67
871,145,1258,1202,477736.8,160781.11,12812.43,46,79,68
872,145,1258,1202,477736.8,160791.56,12801.91,46,79,68
873,145,1258,1202,477818.52,160446.23,12374.07,46,79,67
874,145,1258,1202,478184.2,160869.01,12648.16,46,79,66
875,145,1258,1202,478318.0,160438.07,12505.9,46,79,67
876,145,1258,1202,478777.09,166144.07,10884.26,46,79,71
877,145,1258,1202,478777.09,166430.53,10798.51,46,79,71
878,145,1258,1202,478884.27,166126.91,11405.42,46,79,71
879,145,1258,1202,478891.83,160441.82,12374.07,46,79,67
880,145,1258,1202,479589.57,162120.52,12753.34,46,79,65
881,145,1258,1202,479602.47,162017.96,12600.34,46,79,65
882,145,1258,1202,479680.78,162433.83,13377.19,46,79,64
883,145,1258,1202,479841.01,162433.83,13334.08,46,79,64
884,145,1258,1202,479985.13,162433.83,13289.34,46,79,64
885,145,1258,1202,480042.93,161940.55,12673.08,46,79,65
