Solution ID,Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Transport Attachments,Machines,Workers,Attachments
886,145,1258,1202,480042.93,162314.13,12570.77,46,79,65
887,145,1258,1202,480062.71,161867.61,12675.18,46,79,65
888,145,1258,1202,480132.77,162342.78,13289.34,46,79,63
889,145,1258,1202,480229.22,161623.7,13292.73,46,79,62
890,145,1258,1202,480229.22,161753.64,13289.34,46,79,63
891,145,1258,1202,480541.92,161555.35,12520.6,46,79,65
892,145,1258,1202,480741.9,161561.63,12388.77,46,79,66
893,145,1258,1202,480748.06,161555.35,12388.77,46,79,66
894,145,1258,1202,481082.1,160062.22,13895.16,46,79,63
895,145,1258,1203,460786.99,170442.43,15260.68,46,79,66
896,145,1258,1203,460786.99,170769.82,14647.13,46,79,66
897,145,1258,1203,461447.65,170220.16,15260.68,46,79,66
898,145,1258,1203,463189.64,167104.2,15623.97,46,79,69
899,145,1258,1203,463541.96,165953.44,15921.9,46,79,68
900,145,1258,1203,463609.36,164433.48,16673.98,46,79,70
901,145,1258,1203,463856.09,166846.95,15536.69,46,79,69
902,145,1258,1203,463905.52,165896.42,15631.57,46,79,69
903,145,1258,1203,463905.52,165945.6,15921.9,46,79,68
904,145,1258,1203,464052.27,163929.56,17654.98,46,79,70
905,145,1258,1203,464052.27,164001.97,17159.7,46,79,70
906,145,1258,1203,464052.27,164001.97,17450.03,46,79,69
907,145,1258,1203,464052.27,164005.83,17436.11,46,79,69
908,145,1258,1203,464254.32,163982.6,16673.98,46,79,70
909,145,1258,1203,464293.78,165591.21,15866.01,46,79,69
910,145,1258,1203,464746.18,164664.35,17409.46,46,79,68
911,145,1258,1203,464861.17,164664.35,17135.5,46,79,68
912,145,1258,1203,464935.68,164602.47,17041.01,46,79,68
913,145,1258,1203,465096.9,166358.64,15443.56,46,79,70
914,145,1258,1203,465190.72,163426.45,15092.59,46,79,70
915,145,1258,1203,465208.96,166342.21,14784.66,46,79,70
916,145,1258,1203,465282.14,163362.75,15092.59,46,79,70
917,145,1258,1203,465373.38,163420.37,15048.44,46,79,70
918,145,1258,1203,465373.38,163426.45,15100.98,46,79,69
919,145,1258,1203,465464.5,166522.16,15615.69,46,79,67
920,145,1258,1203,465658.44,164602.47,16585.24,46,79,68
921,145,1258,1203,465814.75,163420.37,14718.99,46,79,70
922,145,1258,1203,466039.14,163530.31,14912.6,46,79,69
923,145,1258,1203,466114.77,168238.59,14663.9,46,79,70
924,145,1258,1203,466283.38,163576.95,14711.95,46,79,71
925,145,1258,1203,466396.24,160846.32,16334.29,46,79,66
926,145,1258,1203,466581.33,162443.45,15717.79,46,79,66
927,145,1258,1203,466643.08,159466.11,16334.29,46,79,67
928,145,1258,1203,466821.51,159307.45,15793.03,46,79,67
929,145,1258,1203,467283.84,161622.6,16155.99,46,79,65
930,145,1258,1203,467295.53,161948.42,13980.93,46,79,69
931,145,1258,1203,467295.53,162311.88,14976.63,46,79,68
932,145,1258,1203,467418.21,161767.91,15671.19,46,79,66
933,145,1258,1203,467436.46,161466.66,15671.19,46,79,66
934,145,1258,1203,467436.46,161466.66,16155.99,46,79,65
935,145,1258,1203,467472.11,161833.5,14901.67,46,79,66
936,145,1258,1203,467535.19,161833.5,14796.57,46,79,66
937,145,1258,1203,467560.62,161805.41,15145.25,46,79,66
938,145,1258,1203,467771.67,158907.32,15791.37,46,79,67
939,145,1258,1203,467902.68,161193.04,16155.99,46,79,65
940,145,1258,1203,468137.56,161946.8,13651.48,46,79,70
941,145,1258,1203,468137.56,161946.8,13980.93,46,79,69
942,145,1258,1203,468526.03,161374.08,14176.93,46,79,69
943,145,1258,1203,468538.94,159002.0,15510.42,46,79,68
944,145,1258,1203,468567.16,161328.33,14176.93,46,79,69
945,145,1258,1203,468708.12,158700.27,15510.42,46,79,68
946,145,1258,1203,468855.55,158637.16,15510.42,46,79,68
947,145,1258,1203,468855.55,159013.81,14810.18,46,79,68
948,145,1258,1203,468857.23,161198.95,15596.35,46,79,65
949,145,1258,1203,469332.46,167108.48,13358.0,46,79,67
950,145,1258,1203,469564.68,161786.23,15012.01,46,79,67
951,145,1258,1203,469582.42,162373.39,15752.83,46,79,64
952,145,1258,1203,469612.71,167108.48,13645.45,46,79,66
953,145,1258,1203,469614.45,161786.23,14716.52,46,79,67
954,145,1258,1203,469705.58,161786.23,15297.96,46,79,66
955,145,1258,1203,469705.58,161786.23,15344.23,46,79,65
956,145,1258,1203,469705.58,162316.06,15476.06,46,79,64
957,145,1258,1203,469948.29,167382.43,13064.76,46,79,66
958,145,1258,1203,470387.21,160965.56,14465.35,46,79,64
959,145,1258,1203,470387.21,161477.54,14462.45,46,79,64
960,145,1258,1203,470389.73,161487.58,14340.16,46,79,63
961,145,1258,1203,470389.73,161494.87,14011.28,46,79,63
962,145,1258,1203,470389.73,162809.7,14294.73,46,79,62
963,145,1258,1203,471213.38,161161.53,14462.45,46,79,64
964,145,1258,1203,471213.38,161326.21,14383.46,46,79,64
965,145,1258,1203,473027.79,166067.52,14589.9,46,79,59
966,145,1258,1203,473049.27,166010.16,14994.73,46,79,59
967,145,1258,1203,473205.88,166056.72,14589.9,46,79,59
968,145,1258,1203,473402.17,164987.72,12543.9,46,79,68
969,145,1258,1203,473663.97,166234.99,14527.16,46,79,60
970,145,1258,1203,473916.57,165506.27,12183.19,46,79,69
971,145,1258,1203,474011.67,165089.57,12303.53,46,79,68
972,145,1258,1203,474209.58,159267.47,15122.35,46,79,67
973,145,1258,1203,474298.33,165086.83,12255.03,46,79,68
974,145,1258,1203,474373.14,161627.03,13593.72,46,79,65
975,145,1258,1203,474468.72,159771.71,14784.94,46,79,67
976,145,1258,1203,474478.77,159765.01,14784.94,46,79,67
977,145,1258,1203,474608.65,159408.29,15594.03,46,79,65
978,145,1258,1203,474644.69,159143.02,14819.47,46,79,67
979,145,1258,1203,474788.72,166260.62,15301.25,46,79,58
980,145,1258,1203,475139.79,158833.85,15594.03,46,79,65
981,145,1258,1203,475209.42,159180.15,15515.26,46,79,65
982,145,1258,1203,475390.63,161674.97,12959.13,46,79,64
983,145,1258,1203,475630.71,158302.08,15245.73,46,79,68
984,145,1258,1203,475658.89,161532.27,13646.86,46,79,64
985,145,1258,1203,475794.55,161532.27,13526.03,46,79,64
986,145,1258,1203,475840.74,159180.15,15131.44,46,79,66
987,145,1258,1203,475953.02,158088.07,15194.78,46,79,69
988,145,1258,1203,475953.02,158088.07,15245.73,46,79,68
989,145,1258,1203,475999.65,158985.21,15136.49,46,79,66
990,145,1258,1203,476389.23,157807.73,14689.31,46,79,69
991,145,1258,1203,476389.23,158302.08,14885.31,46,79,68
992,145,1258,1203,476687.55,158600.79,14777.92,46,79,68
993,145,1258,1203,476874.96,158216.37,15216.9,46,79,68
994,145,1258,1203,477062.18,157942.69,14604.7,46,79,69
995,145,1258,1203,477135.18,157665.15,14604.7,46,79,69
996,145,1258,1203,477135.18,158132.39,14777.92,46,79,68
997,145,1258,1203,478993.75,162120.52,12753.34,46,79,65
998,145,1258,1203,479026.14,162067.81,12753.34,46,79,65
999,145,1258,1203,479343.91,166834.55,10595.74,46,79,70
1000,145,1258,1203,480741.9,161082.55,12584.77,46,79,66
1001,145,1258,1203,481108.12,160062.22,13879.73,46,79,63
1002,145,1258,1203,481713.78,160567.77,13098.07,46,79,63
1003,145,1258,1204,460487.07,170769.82,14400.72,46,79,66
1004,145,1258,1204,460985.17,170661.08,14320.53,46,79,67
1005,145,1258,1204,461025.94,170661.08,14403.58,46,79,66
1006,145,1258,1204,461025.94,170769.82,14399.31,46,79,66
1007,145,1258,1204,463326.89,167104.2,15615.41,46,79,69
1008,145,1258,1204,463434.46,166609.48,15615.41,46,79,69
1009,145,1258,1204,463434.46,167200.52,15615.41,46,79,68
1010,145,1258,1204,463740.89,163425.24,17660.8,46,79,69
1011,145,1258,1204,463740.89,163702.39,17658.9,46,79,70
1012,145,1258,1204,464230.18,167616.82,14988.23,46,79,69
1013,145,1258,1204,464230.18,167712.29,15085.22,46,79,68
1014,145,1258,1204,464252.39,163237.77,17409.46,46,79,68
1015,145,1258,1204,464701.91,163114.97,17414.88,46,79,68
1016,145,1258,1204,464772.2,167200.52,15416.92,46,79,69
1017,145,1258,1204,464779.0,168157.72,14749.53,46,79,70
1018,145,1258,1204,464805.36,166736.07,15443.56,46,79,70
1019,145,1258,1204,464896.8,168302.26,14662.98,46,79,71
1020,145,1258,1204,465058.96,169072.08,14662.98,46,79,70
1021,145,1258,1204,465463.11,166428.65,16162.92,46,79,66
1022,145,1258,1204,465463.11,166522.16,15508.62,46,79,67
1023,145,1258,1204,465531.41,168238.59,14662.98,46,79,71
1024,145,1258,1204,465835.69,166428.65,16158.11,46,79,67
1025,145,1258,1204,465885.31,166428.65,15945.77,46,79,66
1026,145,1258,1204,466195.13,160846.32,16334.29,46,79,66
1027,145,1258,1204,466407.32,162402.9,15388.34,46,79,68
1028,145,1258,1204,466407.32,162443.45,15717.79,46,79,67
1029,145,1258,1204,466545.14,162443.45,15717.79,46,79,66
1030,145,1258,1204,466562.06,162314.7,15476.59,46,79,68
1031,145,1258,1204,466564.92,160580.95,16088.96,46,79,67
1032,145,1258,1204,466582.75,162634.73,15481.84,46,79,67
1033,145,1258,1204,466638.24,160901.56,15902.12,46,79,68
1034,145,1258,1204,466744.23,160726.65,16073.36,46,79,66
1035,145,1258,1204,466744.23,160846.32,16334.29,46,79,65
1036,145,1258,1204,466820.61,160480.61,15902.12,46,79,67
1037,145,1258,1204,466820.61,160580.95,16469.02,46,79,66
1038,145,1258,1204,467919.41,161844.62,14121.12,46,79,68
1039,145,1258,1204,468045.64,162235.77,14077.19,46,79,68
1040,145,1258,1204,468528.15,162179.44,14718.52,46,79,66
1041,145,1258,1204,468598.4,161341.56,15596.35,46,79,65
1042,145,1258,1204,468598.4,161636.26,15017.16,46,79,66
1043,145,1258,1204,468705.07,161866.2,14077.19,46,79,68
1044,145,1258,1204,468705.07,161866.2,14340.86,46,79,67
1045,145,1258,1204,468874.6,162102.79,14718.52,46,79,66
1046,145,1258,1204,469076.56,162011.36,15047.96,46,79,65
1047,145,1258,1204,469369.92,161783.84,14997.79,46,79,65
1048,145,1258,1204,469491.03,161362.94,15236.91,46,79,65
1049,145,1258,1204,469491.03,161362.94,15579.44,46,79,64
1050,145,1258,1204,469521.09,161343.67,15164.28,46,79,66
1051,145,1258,1204,469532.87,161431.37,15047.96,46,79,65
1052,145,1258,1204,469582.42,161362.94,15527.23,46,79,64
1053,145,1258,1204,469789.05,161287.49,14874.18,46,79,67
1054,145,1258,1204,469817.59,161431.37,15033.97,46,79,65
1055,145,1258,1204,469829.11,161287.49,15166.2,46,79,66
1056,145,1258,1204,470111.56,161158.78,15235.91,46,79,67
1057,145,1258,1204,470165.91,161214.09,14703.05,46,79,64
1058,145,1258,1204,470194.18,161390.15,14210.83,46,79,64
1059,145,1258,1204,470194.18,161390.15,14487.6,46,79,63
1060,145,1258,1204,470265.66,161214.09,14889.89,46,79,63
1061,145,1258,1204,470265.66,161249.02,14383.46,46,79,64
1062,145,1258,1204,470305.63,161182.48,14550.92,46,79,64
1063,145,1258,1204,470389.73,161390.15,14340.16,46,79,63
1064,145,1258,1204,470609.58,161182.48,14267.47,46,79,65
1065,145,1258,1204,470809.58,166855.38,15043.68,46,79,59
1066,145,1258,1204,471059.33,166501.06,15309.43,46,79,61
1067,145,1258,1204,471059.33,166501.06,15309.81,46,79,60
1068,145,1258,1204,471207.96,166117.52,15309.43,46,79,61
1069,145,1258,1204,471529.0,166819.73,15043.68,46,79,59
1070,145,1258,1204,471707.04,168681.3,16426.2,46,79,58
1071,145,1258,1204,471808.28,168681.05,16426.2,46,79,58
1072,145,1258,1204,471841.75,166946.56,14744.33,46,79,61
1073,145,1258,1204,471841.75,167397.18,14724.46,46,79,60
1074,145,1258,1204,471872.59,167038.68,14752.33,46,79,60
1075,145,1258,1204,471872.59,167092.82,15030.07,46,79,59
1076,145,1258,1204,472084.68,167016.09,15040.81,46,79,59
1077,145,1258,1204,472167.78,166819.73,14753.36,46,79,60
1078,145,1258,1204,472672.6,166230.52,15059.95,46,79,60
1079,145,1258,1204,472683.61,162366.79,13326.99,46,79,68
1080,145,1258,1204,472812.7,161745.44,13411.53,46,79,68
1081,145,1258,1204,472812.7,162337.74,13368.69,46,79,68
1082,145,1258,1204,472831.4,166439.45,15011.45,46,79,60
1083,145,1258,1204,472876.5,166067.52,15058.76,46,79,59
1084,145,1258,1204,472957.1,162366.79,13030.41,46,79,70
1085,145,1258,1204,473305.18,164195.94,13704.66,46,79,62
1086,145,1258,1204,473567.58,164416.84,13299.35,46,79,64
1087,145,1258,1204,473597.31,166010.16,14967.53,46,79,59
1088,145,1258,1204,473650.85,163444.18,13073.3,46,79,64
1089,145,1258,1204,473699.5,165146.07,14997.35,46,79,60
1090,145,1258,1204,473800.19,165593.91,14989.7,46,79,60
1091,145,1258,1204,473839.74,164195.94,15029.92,46,79,61
1092,145,1258,1204,473847.42,164559.91,14824.18,46,79,60
1093,145,1258,1204,473865.69,164369.36,14824.18,46,79,60
1094,145,1258,1204,474106.21,166018.53,15301.25,46,79,58
1095,145,1258,1204,474125.89,164521.02,13046.92,46,79,66
1096,145,1258,1204,474209.58,158191.43,15168.34,46,79,67
1097,145,1258,1204,474209.58,158267.02,15122.35,46,79,67
1098,145,1258,1204,474271.39,161627.03,13510.38,46,79,65
1099,145,1258,1204,474354.13,160990.56,13484.45,46,79,67
1100,145,1258,1204,474400.1,158191.43,15047.09,46,79,68
1101,145,1258,1204,474403.79,161694.7,13464.12,46,79,65
1102,145,1258,1204,474426.94,157953.74,15094.58,46,79,68
1103,145,1258,1204,474426.94,157953.74,15378.03,46,79,67
1104,145,1258,1204,474458.28,159765.01,15109.79,46,79,67
1105,145,1258,1204,474473.54,164521.02,12342.31,46,79,68
1106,145,1258,1204,474484.04,158502.55,15002.02,46,79,67
1107,145,1258,1204,474579.08,159630.74,14819.47,46,79,67
1108,145,1258,1204,474711.52,162134.97,13001.13,46,79,64
1109,145,1258,1204,474739.16,164487.4,12449.38,46,79,69
1110,145,1258,1204,474782.16,164478.59,12057.76,46,79,69
1111,145,1258,1204,474782.16,164485.43,12057.76,46,79,68
1112,145,1258,1204,474788.72,165877.53,15301.25,46,79,58
1113,145,1258,1204,474843.12,161642.43,13464.12,46,79,65
1114,145,1258,1204,474980.0,161092.23,13650.97,46,79,65
1115,145,1258,1204,474980.0,161109.78,13464.12,46,79,65
1116,145,1258,1204,475044.35,160407.31,13487.68,46,79,67
1117,145,1258,1204,475222.49,160268.32,13487.68,46,79,67
1118,145,1258,1204,475658.89,161495.43,13629.45,46,79,64
1119,145,1258,1204,475999.65,158857.64,15136.49,46,79,66
1120,145,1258,1204,476135.73,158871.47,15090.49,46,79,66
1121,145,1258,1204,476169.7,158600.79,14807.04,46,79,68
1122,145,1258,1204,478688.88,166356.25,11693.63,46,79,69
1123,145,1258,1204,478701.18,166358.86,11333.11,46,79,69
1124,145,1258,1204,478893.31,166307.5,11693.63,46,79,69
1125,145,1258,1204,479018.83,166368.17,11008.36,46,79,70
1126,145,1258,1204,479018.83,166765.08,11000.11,46,79,70
1127,145,1258,1204,479035.56,165965.08,11008.36,46,79,70
1128,145,1258,1204,479098.51,166307.5,11737.56,46,79,68
1129,145,1258,1204,479162.09,165916.02,11089.01,46,79,70
1130,145,1258,1204,479329.62,167194.0,10595.74,46,79,70
1131,145,1258,1204,479445.93,166358.86,11045.93,46,79,69
1132,145,1258,1204,480766.79,161323.84,13138.91,46,79,65
1133,145,1258,1204,481105.08,161323.84,13092.65,46,79,65
1134,145,1258,1204,481391.79,160062.22,13764.14,46,79,63
1135,145,1258,1204,481391.79,160239.78,13214.66,46,79,63
1136,145,1258,1204,481583.52,160960.42,13098.07,46,79,64
1137,145,1258,1204,481583.52,161257.67,13092.65,46,79,65
1138,145,1258,1204,481713.78,160284.77,13155.22,46,79,63
1139,145,1258,1204,481713.78,160329.79,13098.07,46,79,64
1140,145,1258,1204,481744.67,160207.58,13214.66,46,79,63
1141,145,1258,1204,482186.52,160131.78,13150.42,46,79,64
1142,145,1258,1204,482216.97,160202.8,13214.66,46,79,63
1143,145,1258,1205,460728.12,170893.51,14320.53,46,79,67
1144,145,1258,1205,461800.44,170563.05,14134.52,46,79,68
1145,145,1258,1205,461800.44,170563.05,14218.49,46,79,67
1146,145,1258,1205,461800.44,171084.13,14030.21,46,79,68
1147,145,1258,1205,461800.44,171084.13,14074.13,46,79,67
1148,145,1258,1205,462320.86,169804.32,14185.38,46,79,68
1149,145,1258,1205,462701.14,169715.33,14012.24,46,79,67
1150,145,1258,1205,462870.27,169340.68,14012.24,46,79,67
1151,145,1258,1205,462945.9,169412.95,13447.84,46,79,68
1152,145,1258,1205,463002.64,169188.82,14185.38,46,79,68
1153,145,1258,1205,463002.64,169188.82,14514.82,46,79,67
1154,145,1258,1205,464363.58,167540.93,15356.23,46,79,71
1155,145,1258,1205,464366.5,167364.76,15352.17,46,79,71
1156,145,1258,1205,464437.04,166268.13,15464.32,46,79,72
1157,145,1258,1205,464437.04,167364.76,15101.04,46,79,71
1158,145,1258,1205,464469.73,166268.13,15377.04,46,79,72
1159,145,1258,1205,464636.16,167042.3,15443.56,46,79,70
1160,145,1258,1205,464636.16,167060.15,15359.14,46,79,71
1161,145,1258,1205,464790.11,166736.07,15443.56,46,79,70
1162,145,1258,1205,466409.23,162632.52,15206.32,46,79,68
1163,145,1258,1205,467013.71,162610.81,15481.27,46,79,67
1164,145,1258,1205,467060.49,163489.67,15118.06,46,79,68
1165,145,1258,1205,467115.85,162933.12,15118.06,46,79,68
1166,145,1258,1205,467382.35,162595.01,15576.43,46,79,66
1167,145,1258,1205,467508.14,162591.71,14697.93,46,79,67
1168,145,1258,1205,467899.64,162366.53,14672.63,46,79,68
1169,145,1258,1205,467899.64,162407.66,14461.17,46,79,67
1170,145,1258,1205,468705.07,161636.26,14340.86,46,79,67
1171,145,1258,1205,468993.61,161416.11,14579.73,46,79,67
1172,145,1258,1205,469019.69,161270.1,14976.72,46,79,66
1173,145,1258,1205,469793.58,161259.92,14175.05,46,79,67
1174,145,1258,1205,469862.97,161179.07,14677.67,46,79,66
1175,145,1258,1205,470161.29,161259.92,14223.55,46,79,66
1176,145,1258,1205,470611.19,166117.52,15309.43,46,79,61
1177,145,1258,1205,470766.62,166117.52,15778.48,46,79,60
1178,145,1258,1205,470820.89,165918.63,15778.48,46,79,60
1179,145,1258,1205,471841.75,167165.13,14724.46,46,79,60
1180,145,1258,1205,472164.89,163679.99,13078.16,46,79,65
1181,145,1258,1205,472518.36,167100.56,16135.91,46,79,58
1182,145,1258,1205,472608.62,166602.79,15264.53,46,79,61
1183,145,1258,1205,473088.58,165266.01,14989.7,46,79,60
1184,145,1258,1205,473088.58,165281.91,14983.66,46,79,60
1185,145,1258,1205,473090.31,164195.94,15029.92,46,79,61
1186,145,1258,1205,473198.38,163464.14,12886.46,46,79,64
1187,145,1258,1205,473229.23,163444.18,13073.3,46,79,64
1188,145,1258,1205,473411.24,161846.29,13358.95,46,79,68
1189,145,1258,1205,473498.41,163972.26,15305.36,46,79,61
1190,145,1258,1205,473656.97,159295.06,14596.86,46,79,67
1191,145,1258,1205,473734.18,164295.43,15002.97,46,79,60
1192,145,1258,1205,473779.41,159495.04,14267.42,46,79,68
1193,145,1258,1205,473781.53,164238.63,15256.37,46,79,60
1194,145,1258,1205,473786.03,164046.18,14824.18,46,79,60
1195,145,1258,1205,473874.82,163931.84,15305.36,46,79,61
1196,145,1258,1205,473874.82,163935.54,15029.92,46,79,61
1197,145,1258,1205,473935.54,165768.12,15301.25,46,79,59
1198,145,1258,1205,473949.18,166018.53,15301.25,46,79,58
1199,145,1258,1205,473989.86,163972.26,15592.82,46,79,60
1200,145,1258,1205,473994.46,165545.41,15265.33,46,79,59
1201,145,1258,1205,473999.93,165281.91,14410.44,46,79,59
1202,145,1258,1205,474000.03,161284.03,13532.17,46,79,67
1203,145,1258,1205,474397.74,159523.2,14596.86,46,79,66
1204,145,1258,1205,475200.83,159214.65,13642.82,46,79,67
1205,145,1258,1205,478575.49,166412.33,11737.56,46,79,68
1206,145,1258,1206,461800.44,170893.51,14030.21,46,79,68
1207,145,1258,1206,462904.15,169065.65,13447.84,46,79,68
1208,145,1258,1206,463845.94,167486.36,15377.94,46,79,66
1209,145,1258,1206,463937.14,167561.83,15478.16,46,79,65
1210,145,1258,1206,463973.01,167754.99,15519.13,46,79,64
1211,145,1258,1206,463973.01,167831.27,15264.2,46,79,64
1212,145,1258,1206,464069.06,166354.15,15097.4,46,79,72
1213,145,1258,1206,464149.02,167795.74,15338.55,46,79,64
1214,145,1258,1206,464468.65,166273.08,15097.4,46,79,72
1215,145,1258,1206,464665.95,167795.74,15294.63,46,79,64
1216,145,1258,1206,470473.33,166405.24,15608.01,46,79,59
1217,145,1258,1206,470610.73,166405.24,15370.49,46,79,59
1218,145,1258,1206,471057.57,167012.66,15611.44,46,79,58
1219,145,1258,1206,471566.74,165804.52,14910.58,46,79,60
1220,145,1258,1206,471566.74,165804.52,14921.44,46,79,59
1221,145,1258,1206,471616.27,166588.48,15611.44,46,79,58
1222,145,1258,1206,471616.27,166588.48,15696.02,46,79,57
1223,145,1258,1206,471636.41,166676.13,15390.92,46,79,58
1224,145,1258,1206,471636.41,167021.23,15393.82,46,79,57
1225,145,1258,1206,471826.67,164328.32,13078.16,46,79,65
1226,145,1258,1206,471937.44,163949.03,13078.16,46,79,65
1227,145,1258,1206,472005.73,167120.3,14519.3,46,79,60
1228,145,1258,1206,472005.73,167145.54,14488.52,46,79,60
1229,145,1258,1206,472158.77,164504.97,12835.27,46,79,65
1230,145,1258,1206,472416.29,166615.89,14511.29,46,79,60
1231,145,1258,1206,472470.82,166550.58,14497.87,46,79,61
1232,145,1258,1206,472470.82,166550.58,14503.29,46,79,60
1233,145,1258,1206,472538.22,163679.99,12886.46,46,79,64
1234,145,1258,1206,473690.23,164977.24,15246.99,46,79,60
1235,145,1258,1206,473735.85,163935.54,15029.92,46,79,61
1236,145,1258,1206,474364.99,159424.64,14347.07,46,79,66
1237,145,1258,1206,474397.74,159424.64,14306.54,46,79,66
1238,145,1258,1206,474612.67,159422.11,14626.35,46,79,66
1239,145,1258,1206,474661.11,159214.65,13642.82,46,79,67
1240,145,1258,1206,478349.32,166412.33,11737.56,46,79,68
1241,145,1258,1206,478674.68,166037.5,11737.56,46,79,69
1242,145,1258,1207,463157.77,169065.65,13166.07,46,79,68
1243,145,1258,1207,464069.06,166339.59,15097.4,46,79,72
1244,145,1258,1207,464165.79,164658.94,15159.03,46,79,72
1245,145,1258,1207,464391.51,166406.48,14820.18,46,79,73
1246,145,1258,1207,464391.51,166406.48,14862.45,46,79,72
1247,145,1258,1207,464470.17,167068.72,15462.36,46,79,66
1248,145,1258,1207,464667.54,167068.72,15376.63,46,79,68
1249,145,1258,1207,464667.54,167068.72,15422.89,46,79,67
1250,145,1258,1207,464892.02,164571.31,14805.4,46,79,72
1251,145,1258,1207,465048.99,167811.74,15118.89,46,79,65
1252,145,1258,1207,465049.68,164643.66,15167.33,46,79,71
1253,145,1258,1207,465049.68,164658.94,15159.03,46,79,71
1254,145,1258,1207,465098.76,164754.96,14885.1,46,79,71
1255,145,1258,1207,465440.29,167811.74,14702.37,46,79,65
1256,145,1258,1207,465460.22,166936.93,15418.9,46,79,67
1257,145,1258,1207,465495.97,167811.74,14660.68,46,79,65
1258,145,1258,1207,465495.97,167811.74,15225.08,46,79,64
1259,145,1258,1207,470229.09,166099.33,15924.08,46,79,57
1260,145,1258,1207,470899.47,164972.96,15375.12,46,79,61
1261,145,1258,1207,470899.47,165586.48,15477.48,46,79,60
1262,145,1258,1207,470908.63,166164.25,15929.02,46,79,56
1263,145,1258,1207,470930.49,166164.25,15871.64,46,79,57
1264,145,1258,1207,471142.59,166164.25,15370.49,46,79,59
1265,145,1258,1207,471150.92,166164.25,15454.91,46,79,58
1266,145,1258,1207,471215.89,165586.48,14910.58,46,79,60
1267,145,1258,1207,471566.74,165459.55,14921.44,46,79,59
1268,145,1258,1207,471566.74,166586.08,14918.39,46,79,59
1269,145,1258,1207,471657.6,166717.9,14884.04,46,79,59
1270,145,1258,1207,472024.15,163546.24,14761.11,46,79,61
1271,145,1258,1207,472024.15,163769.36,14269.25,46,79,61
1272,145,1258,1207,472024.15,164159.99,14195.34,46,79,61
1273,145,1258,1207,472158.77,164825.56,12227.57,46,79,65
1274,145,1258,1207,472325.61,164062.03,14615.56,46,79,60
1275,145,1258,1207,472507.41,164824.21,13904.17,46,79,62
1276,145,1258,1207,472735.97,164472.58,12224.66,46,79,66
1277,145,1258,1207,472735.97,164472.58,12227.57,46,79,65
1278,145,1258,1207,472899.84,164370.02,13770.26,46,79,62
1279,145,1258,1207,473425.73,164145.1,13589.93,46,79,63
1280,145,1258,1207,473425.73,164370.02,13638.43,46,79,62
1281,145,1258,1207,477555.68,165017.96,11740.68,46,79,69
1282,145,1258,1207,477555.68,165687.57,11737.56,46,79,69
1283,145,1258,1208,463055.23,167820.86,13975.2,46,79,69
1284,145,1258,1208,463189.02,167822.73,14019.13,46,79,68
1285,145,1258,1208,463189.02,168291.32,13689.68,46,79,68
1286,145,1258,1208,463226.56,168291.32,13077.04,46,79,68
1287,145,1258,1208,463612.33,167641.18,14195.23,46,79,68
1288,145,1258,1208,463612.33,167820.86,14037.85,46,79,68
1289,145,1258,1208,463626.08,167472.35,14195.23,46,79,68
1290,145,1258,1208,463983.57,167472.35,13963.06,46,79,68
1291,145,1258,1208,464434.91,164953.09,15745.36,46,79,70
1292,145,1258,1208,464434.91,165616.67,15568.25,46,79,69
1293,145,1258,1208,464434.91,165810.18,15281.07,46,79,69
1294,145,1258,1208,464601.89,164673.53,14886.82,46,79,72
1295,145,1258,1208,464730.16,164571.31,14805.4,46,79,72
1296,145,1258,1208,464916.6,165567.0,15304.98,46,79,70
1297,145,1258,1208,464996.62,166179.99,14731.98,46,79,73
1298,145,1258,1208,465029.43,165473.63,15588.43,46,79,70
1299,145,1258,1208,465041.26,167376.64,15419.94,46,79,67
1300,145,1258,1208,465172.97,164562.86,14886.82,46,79,72
1301,145,1258,1208,465351.54,167727.26,14961.37,46,79,66
1302,145,1258,1208,465668.04,167376.64,14844.08,46,79,67
1303,145,1258,1208,466127.49,167598.65,15262.73,46,79,66
1304,145,1258,1208,466274.57,167703.57,14961.37,46,79,66
1305,145,1258,1208,468054.37,165230.77,12680.5,46,79,73
1306,145,1258,1208,470400.39,166881.56,15155.42,46,79,59
1307,145,1258,1208,470858.07,165773.0,14574.77,46,79,59
1308,145,1258,1208,471195.69,165773.0,14546.55,46,79,60
1309,145,1258,1208,471207.98,165773.0,14541.75,46,79,61
1310,145,1258,1208,471401.43,166550.58,14454.34,46,79,61
1311,145,1258,1208,471430.94,165113.08,13960.52,46,79,62
1312,145,1258,1208,471430.94,165134.4,13914.25,46,79,62
1313,145,1258,1208,472216.68,164023.33,12856.74,46,79,68
1314,145,1258,1208,473927.6,164036.44,12754.76,46,79,65
1315,145,1258,1208,477829.1,164507.2,11666.5,46,79,69
1316,145,1258,1208,478653.76,164507.2,11379.05,46,79,71
1317,145,1258,1209,464670.38,164697.74,14593.14,46,79,72
1318,145,1258,1209,465065.1,166047.19,15058.1,46,79,71
1319,145,1258,1209,465467.16,167472.35,14844.08,46,79,67
1320,145,1258,1209,466328.71,163646.2,14013.95,46,79,72
1321,145,1258,1209,466331.25,163627.77,13778.99,46,79,72
1322,145,1258,1209,466331.25,163766.91,13735.73,46,79,72
1323,145,1258,1209,469031.52,165229.78,12680.5,46,79,73
1324,145,1258,1209,470218.75,166231.6,15924.08,46,79,57
