Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Machines,Workers,Transport Attachments,Attachments
38,442,172,32414.15,12531.09,22,45,1146.98,21.0
38,442,172,32414.15,12531.09,22,45,726.79,27.0
38,442,173,32358.97,12531.09,22,45,1146.98,21.0
38,442,173,32358.97,12531.09,22,45,726.79,27.0
38,442,174,32168.55,12559.26,22,45,1146.98,21.0
38,442,174,32168.55,12559.26,22,45,726.79,27.0
38,442,175,32095.63,12559.26,22,45,1146.98,21.0
38,442,175,32095.63,12559.26,22,45,726.79,27.0
38,442,281,40698.9,9675.13,20,51,1146.98,21.0
38,442,281,40698.9,9675.13,20,51,726.79,27.0
38,442,282,40698.9,9587.92,20,51,1146.98,21.0
38,442,282,40698.9,9587.92,20,51,726.79,27.0
38,442,283,40698.9,9476.19,20,51,1146.98,21.0
38,442,283,40698.9,9476.19,20,51,726.79,27.0
38,442,293,40698.9,9458.68,20,51,1146.98,21.0
38,442,293,40698.9,9458.68,20,51,726.79,27.0
38,442,294,40698.9,9421.19,20,51,1146.98,21.0
38,442,294,40698.9,9421.19,20,51,726.79,27.0
38,442,296,40698.9,9344.67,20,51,1146.98,21.0
38,442,296,40698.9,9344.67,20,51,726.79,27.0
38,442,297,40698.9,9295.51,20,51,1146.98,21.0
38,442,297,40698.9,9295.51,20,51,726.79,27.0
38,442,298,40698.9,9233.28,20,51,1146.98,21.0
38,442,298,40698.9,9233.28,20,51,726.79,27.0
38,442,302,40698.9,9224.35,20,51,1146.98,21.0
38,442,302,40698.9,9224.35,20,51,726.79,27.0
38,442,314,27164.6,16447.18,22,39,1146.98,21.0
38,442,314,27164.6,16447.18,22,39,726.79,27.0
38,442,346,41013.32,6050.96,22,51,1146.98,21.0
38,442,346,41013.32,6050.96,22,51,726.79,27.0
38,442,347,41013.32,6020.68,22,51,1146.98,21.0
38,442,347,41013.32,6020.68,22,51,726.79,27.0
38,442,370,17327.7,16334.85,22,43,1146.98,21.0
38,442,370,17327.7,16334.85,22,43,726.79,27.0
38,442,371,17229.25,16334.85,22,44,1146.98,21.0
38,442,371,17229.25,16334.85,22,44,726.79,27.0
38,442,379,41013.32,8509.48,21,51,1146.98,21.0
38,442,379,41013.32,8509.48,21,51,726.79,27.0
38,442,383,31900.61,14036.34,22,49,1146.98,21.0
38,442,383,31900.61,14036.34,22,49,726.79,27.0
38,442,383,31920.43,13940.59,22,49,1146.98,21.0
38,442,383,31920.43,13940.59,22,49,726.79,27.0
38,442,384,31989.38,13907.95,22,50,1146.98,21.0
38,442,384,31989.38,13907.95,22,50,726.79,27.0
38,442,385,31883.86,13890.74,22,50,1146.98,21.0
38,442,385,31883.86,13890.74,22,50,726.79,27.0
38,442,385,31928.53,13837.74,22,50,1146.98,21.0
38,442,385,31928.53,13837.74,22,50,726.79,27.0
38,442,385,32086.67,13890.74,22,49,1146.98,21.0
38,442,385,32086.67,13890.74,22,49,726.79,27.0
38,442,386,31824.78,13964.45,22,50,1146.98,21.0
38,442,386,31824.78,13964.45,22,50,726.79,27.0
38,442,386,31901.39,13885.56,22,50,1146.98,21.0
38,442,386,31901.39,13885.56,22,50,726.79,27.0
38,442,387,31782.26,14020.28,22,50,1146.98,21.0
38,442,387,31782.26,14020.28,22,50,726.79,27.0
38,442,387,32045.11,13715.99,22,50,1146.98,21.0
38,442,387,32045.11,13715.99,22,50,726.79,27.0
38,442,387,32062.94,13657.39,22,50,1146.98,21.0
38,442,387,32062.94,13657.39,22,50,726.79,27.0
38,442,388,31928.18,13865.37,22,50,1146.98,21.0
38,442,388,31928.18,13865.37,22,50,726.79,27.0
38,442,389,32002.61,13870.1,22,47,1146.98,21.0
38,442,389,32002.61,13870.1,22,47,726.79,27.0
38,442,389,32064.95,13869.78,22,47,1146.98,21.0
38,442,389,32064.95,13869.78,22,47,726.79,27.0
38,442,389,32083.35,13660.03,22,47,1146.98,21.0
38,442,389,32083.35,13660.03,22,47,726.79,27.0
38,442,389,32631.84,14140.48,21,48,1146.98,21.0
38,442,389,32631.84,14140.48,21,48,726.79,27.0
