Construction Fulfillment,WorkerWorkDistance
0,0.0
1,79.20087791721998
2,200.14142658146434
3,528.4364065963847
4,866.2948433597245
5,1314.5832903945477
6,1798.0021684043204
7,2410.593113254151
8,3293.391087878716
9,4997.208757714632
