Construction Fulfillment,WorkerWorkDistance
0,0.0
1,25.05610031280827
2,61.00696459516915
3,136.65580448705327
4,223.236260640123
5,312.7522582810096
6,420.0004427270142
7,615.7830732875789
8,856.5511806238865
9,1213.4910590618815
10,1695.2772729903113
11,2708.728768818407
