Construction Fulfillment,WorkerWorkDistance
0,0.0
1,8.769177247794623
2,42.13762827958229
3,88.07126747971532
4,157.51221082862193
5,229.64083034587514
6,315.42765509664173
7,409.465104106529
8,559.7526992001289
9,807.2852252987072
10,1460.248908967637
11,2346.6908646696934
12,3744.9275719747143
13,5464.026511796347
14,8956.530853358694
