Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Machines,Workers,Transport Attachments,Attachments
9,67,4,6151.76,1238.45,5,9,13.42,8.0
9,67,5,6526.9,1634.73,5,8,13.42,8.0
9,67,6,6386.44,1634.73,5,8,13.42,8.0
9,67,6,6442.69,1443.3,5,8,13.42,8.0
9,67,7,6408.37,1518.25,5,8,13.42,8.0
9,67,7,6494.48,1422.04,5,8,13.42,8.0
9,67,8,6346.17,1422.04,5,8,13.42,8.0
9,67,10,6403.66,1334.55,5,8,13.42,8.0
9,67,22,4976.08,1197.51,5,10,13.42,8.0
9,67,23,4858.43,1197.51,5,10,13.42,8.0
9,67,23,4872.83,1182.37,5,9,13.42,8.0
9,67,24,4740.74,1113.5,5,9,13.42,8.0
9,67,24,4863.98,852.39,4,10,13.42,8.0
9,67,25,4315.92,1435.3,4,9,13.42,8.0
9,67,25,4667.21,1128.96,5,10,13.42,8.0
9,67,25,4699.38,1188.68,5,9,13.42,8.0
9,67,25,4712.48,1115.81,5,10,13.42,8.0
9,67,25,4740.74,1005.38,5,9,13.42,8.0
9,67,25,4805.27,710.65,5,9,13.42,8.0
9,67,26,4303.54,1435.3,4,9,13.42,8.0
9,67,26,4309.13,1032.47,5,10,13.42,8.0
9,67,26,4352.99,1402.87,4,9,13.42,8.0
9,67,26,4360.65,1006.92,5,9,13.42,8.0
9,67,26,4363.46,1341.86,5,8,13.42,8.0
9,67,26,4579.25,1311.33,5,8,13.42,8.0
9,67,26,4860.5,1159.1,4,10,13.42,8.0
9,67,27,4263.84,1402.87,4,9,13.42,8.0
9,67,27,4296.75,1032.47,5,10,13.42,8.0
9,67,27,4309.13,854.16,5,10,13.42,8.0
9,67,27,4312.72,899.01,5,9,13.42,8.0
9,67,27,4504.38,1186.47,5,8,13.42,8.0
9,67,27,4625.19,1103.76,4,9,13.42,8.0
9,67,27,4683.66,1102.16,4,10,13.42,8.0
9,67,27,4781.25,791.81,5,9,13.42,8.0
9,67,27,4809.52,710.65,5,8,13.42,8.0
9,67,27,5028.65,688.16,4,9,13.42,8.0
9,67,28,4193.3,1032.47,5,9,13.42,8.0
9,67,28,4220.93,1445.81,4,9,13.42,8.0
9,67,28,4255.09,938.22,5,10,13.42,8.0
9,67,28,4258.04,899.01,5,9,13.42,8.0
9,67,28,4267.15,1191.98,5,8,13.42,8.0
9,67,28,4309.13,826.15,5,10,13.42,8.0
9,67,28,4345.64,824.31,5,9,13.42,8.0
9,67,28,4384.33,786.94,5,9,13.42,8.0
9,67,28,4547.66,1004.5,5,8,13.42,8.0
9,67,28,4585.36,1102.16,4,10,13.42,8.0
9,67,28,4625.19,1051.15,4,9,13.42,8.0
9,67,28,4664.12,1076.29,4,8,13.42,8.0
9,67,28,4864.65,603.5,5,10,13.42,8.0
9,67,28,4930.35,688.16,4,9,13.42,8.0
9,67,28,4961.55,454.12,5,8,13.42,8.0
9,67,28,5120.97,637.16,4,10,13.42,8.0
9,67,29,4193.3,954.17,5,9,13.42,8.0
9,67,29,4220.93,1343.22,4,9,13.42,8.0
9,67,29,4225.18,826.15,5,10,13.42,8.0
9,67,29,4267.15,1178.71,5,8,13.42,8.0
9,67,29,4345.64,786.94,5,9,13.42,8.0
9,67,29,4363.77,771.36,5,9,13.42,8.0
9,67,29,4373.34,1296.13,4,9,13.42,8.0
9,67,29,4384.14,1094.07,5,8,13.42,8.0
9,67,29,4531.0,672.68,5,9,13.42,8.0
9,67,29,4535.48,1178.49,4,10,13.42,8.0
9,67,29,4618.88,1167.89,4,8,13.42,8.0
9,67,29,4633.57,988.96,5,8,13.42,8.0
9,67,29,4684.33,752.25,5,8,13.42,8.0
9,67,29,4755.21,581.0,4,9,13.42,8.0
9,67,29,4954.09,576.7,4,9,13.42,8.0
9,67,29,4978.32,411.11,5,8,13.42,8.0
9,67,30,4144.42,1160.05,5,8,13.42,8.0
9,67,30,4175.86,899.01,5,9,13.42,8.0
9,67,30,4200.99,1405.13,4,9,13.42,8.0
9,67,30,4376.15,733.99,5,9,13.42,8.0
9,67,30,4417.66,1097.04,5,7,13.42,8.0
9,67,30,4527.39,790.66,4,9,13.42,8.0
9,67,30,4531.77,1004.5,5,8,13.42,8.0
9,67,30,4562.86,979.49,5,8,13.42,8.0
9,67,30,4595.18,938.29,5,8,13.42,8.0
9,67,30,4746.44,554.92,4,9,13.42,8.0
9,67,30,4930.38,550.82,4,10,13.42,8.0
9,67,30,4949.17,518.08,5,8,13.42,8.0
9,67,31,4193.3,883.6,5,9,13.42,8.0
9,67,31,4212.39,856.21,5,9,13.42,8.0
9,67,31,4215.77,749.75,5,9,13.42,8.0
9,67,31,4277.86,720.07,5,10,13.42,8.0
9,67,31,4280.72,914.17,4,9,13.42,8.0
9,67,31,4329.18,692.06,5,11,13.42,8.0
9,67,31,4363.77,733.99,5,9,13.42,8.0
9,67,31,4369.21,1146.54,5,8,13.42,8.0
9,67,31,4400.98,1063.07,5,7,13.42,8.0
9,67,31,4408.55,913.84,4,10,13.42,8.0
9,67,31,4441.47,790.66,4,9,13.42,8.0
9,67,31,4562.86,938.29,5,8,13.42,8.0
