Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Machines,Workers,Transport Attachments,Attachments
47,490,225,38622.44,13248.5,25,50,457.57,20.0
47,490,225,38622.44,13248.5,25,50,518.26,17.0
47,490,225,38622.44,13248.5,25,50,35.89,37.0
47,490,225,38622.44,13248.5,25,50,51.0,36.0
47,490,225,38622.44,13248.5,25,50,85.02,33.0
47,490,225,38622.44,13248.5,25,50,111.51,30.0
47,490,225,38622.44,13248.5,25,50,115.21,29.0
47,490,225,38622.44,13248.5,25,50,120.0,25.0
47,490,225,38622.44,13248.5,25,50,137.33,22.0
47,490,225,38622.44,13248.5,25,50,173.67,21.0
47,490,225,38622.44,13248.5,25,50,0.0,40.0
47,490,295,40607.48,16230.78,28,49,457.57,20.0
47,490,295,40607.48,16230.78,28,49,518.26,17.0
47,490,295,40607.48,16230.78,28,49,35.89,37.0
47,490,295,40607.48,16230.78,28,49,51.0,36.0
47,490,295,40607.48,16230.78,28,49,85.02,33.0
47,490,295,40607.48,16230.78,28,49,111.51,30.0
47,490,295,40607.48,16230.78,28,49,115.21,29.0
47,490,295,40607.48,16230.78,28,49,120.0,25.0
47,490,295,40607.48,16230.78,28,49,137.33,22.0
47,490,295,40607.48,16230.78,28,49,173.67,21.0
47,490,295,40607.48,16230.78,28,49,0.0,40.0
47,490,299,40981.01,16710.74,27,49,457.57,20.0
47,490,299,40981.01,16710.74,27,49,518.26,17.0
47,490,299,40981.01,16710.74,27,49,35.89,37.0
47,490,299,40981.01,16710.74,27,49,51.0,36.0
47,490,299,40981.01,16710.74,27,49,85.02,33.0
47,490,299,40981.01,16710.74,27,49,111.51,30.0
47,490,299,40981.01,16710.74,27,49,115.21,29.0
47,490,299,40981.01,16710.74,27,49,120.0,25.0
47,490,299,40981.01,16710.74,27,49,137.33,22.0
47,490,299,40981.01,16710.74,27,49,173.67,21.0
47,490,299,40981.01,16710.74,27,49,0.0,40.0
47,490,299,41037.63,16686.92,27,49,457.57,20.0
47,490,299,41037.63,16686.92,27,49,518.26,17.0
47,490,299,41037.63,16686.92,27,49,35.89,37.0
47,490,299,41037.63,16686.92,27,49,51.0,36.0
47,490,299,41037.63,16686.92,27,49,85.02,33.0
47,490,299,41037.63,16686.92,27,49,111.51,30.0
47,490,299,41037.63,16686.92,27,49,115.21,29.0
47,490,299,41037.63,16686.92,27,49,120.0,25.0
47,490,299,41037.63,16686.92,27,49,137.33,22.0
47,490,299,41037.63,16686.92,27,49,173.67,21.0
47,490,299,41037.63,16686.92,27,49,0.0,40.0
47,490,327,46846.7,11259.52,20,57,457.57,20.0
47,490,327,46846.7,11259.52,20,57,518.26,17.0
47,490,327,46846.7,11259.52,20,57,35.89,37.0
47,490,327,46846.7,11259.52,20,57,51.0,36.0
47,490,327,46846.7,11259.52,20,57,85.02,33.0
47,490,327,46846.7,11259.52,20,57,111.51,30.0
47,490,327,46846.7,11259.52,20,57,115.21,29.0
47,490,327,46846.7,11259.52,20,57,120.0,25.0
47,490,327,46846.7,11259.52,20,57,137.33,22.0
47,490,327,46846.7,11259.52,20,57,173.67,21.0
47,490,327,46846.7,11259.52,20,57,0.0,40.0
47,490,328,46846.7,11104.97,20,57,457.57,20.0
47,490,328,46846.7,11104.97,20,57,518.26,17.0
47,490,328,46846.7,11104.97,20,57,35.89,37.0
47,490,328,46846.7,11104.97,20,57,51.0,36.0
47,490,328,46846.7,11104.97,20,57,85.02,33.0
47,490,328,46846.7,11104.97,20,57,111.51,30.0
47,490,328,46846.7,11104.97,20,57,115.21,29.0
47,490,328,46846.7,11104.97,20,57,120.0,25.0
47,490,328,46846.7,11104.97,20,57,137.33,22.0
