Time (s),Solutions
321.7240823854903,110.0
321.74009222256376,110.0
321.75610205963727,110.0
321.7721118967107,110.0
321.7881217337842,110.0
321.80413157085763,110.0
321.82014140793115,108.0
321.8361512450046,108.0
321.85216108207806,108.0
321.8681709191515,109.0
321.884180756225,109.0
321.9001905932985,109.0
321.91620043037193,109.0
321.93221026744544,109.0
321.9482201045189,108.0
321.96422994159235,108.0
321.9802397786658,108.0
321.9962496157393,108.0
322.01225945281277,108.0
322.0282692898862,108.0
322.04427912695974,108.0
322.0602889640332,108.0
322.07629880110665,108.0
322.0923086381801,108.0
322.1083184752536,108.0
322.12432831232707,108.0
322.1403381494005,108.0
322.15634798647403,108.0
322.1723578235475,108.0
322.18836766062094,109.0
322.2043774976944,109.0
322.2203873347679,109.0
322.23639717184136,109.0
322.2524070089148,110.0
322.2684168459883,110.0
322.2844266830618,110.0
322.30043652013524,110.0
322.3164463572087,110.0
322.3324561942822,110.0
322.34846603135566,110.0
322.3644758684291,110.0
322.3804857055026,110.0
322.3964955425761,110.0
322.41250537964953,110.0
322.428515216723,110.0
322.4445250537965,110.0
322.46053489086995,110.0
322.4765447279434,110.0
322.4925545650169,110.0
322.50856440209037,108.0
322.5245742391638,108.0
322.5405840762373,108.0
322.5565939133108,107.0
322.57260375038425,107.0
322.5886135874577,107.0
322.6046234245312,107.0
322.62063326160467,107.0
322.6366430986781,107.0
322.6526529357516,107.0
322.6686627728251,107.0
322.68467260989854,107.0
322.700682446972,107.0
322.7166922840455,107.0
322.73270212111896,107.0
322.7487119581924,108.0
322.76472179526587,108.0
322.7807316323394,108.0
322.79674146941284,108.0
322.8127513064863,108.0
322.8287611435598,108.0
322.84477098063326,108.0
322.8607808177067,108.0
322.87679065478017,108.0
322.8928004918537,108.0
322.90881032892713,108.0
322.9248201660006,108.0
322.9408300030741,108.0
322.95683984014755,107.0
322.972849677221,107.0
322.98885951429446,108.0
323.004869351368,108.0
323.0208791884414,108.0
323.0368890255149,107.0
323.0528988625884,107.0
323.06890869966185,107.0
323.0849185367353,107.0
323.10092837380876,107.0
323.11693821088227,107.0
323.1329480479557,107.0
323.1489578850292,107.0
323.1649677221027,107.0
323.18097755917614,107.0
323.1969873962496,107.0
323.21299723332305,107.0
323.22900707039656,108.0
323.24501690747,108.0
323.26102674454347,108.0
323.2770365816169,108.0
323.29304641869044,108.0
323.3090562557639,108.0
323.32506609283735,108.0
323.34107592991086,108.0
323.3570857669843,108.0
323.37309560405777,107.0
323.3891054411312,107.0
323.40511527820473,107.0
323.4211251152782,107.0
323.43713495235164,107.0
323.45314478942515,107.0
323.4691546264986,107.0
323.48516446357206,107.0
323.5011743006455,107.0
323.517184137719,107.0
323.5331939747925,108.0
323.54920381186594,108.0
323.56521364893945,108.0
323.5812234860129,107.0
323.59723332308636,107.0
323.6132431601598,107.0
323.6292529972333,107.0
323.6452628343068,107.0
323.66127267138023,107.0
323.67728250845374,107.0
323.6932923455272,107.0
323.70930218260065,107.0
323.7253120196741,107.0
323.7413218567476,108.0
323.7573316938211,108.0
323.7733415308945,108.0
323.78935136796804,108.0
323.8053612050415,108.0
323.82137104211495,108.0
323.8373808791884,108.0
323.8533907162619,108.0
323.86940055333537,108.0
323.8854103904088,108.0
323.90142022748233,108.0
323.9174300645558,108.0
323.93343990162924,108.0
323.9494497387027,108.0
323.9654595757762,108.0
323.98146941284966,108.0
323.9974792499231,108.0
324.01348908699663,109.0
324.0294989240701,110.0
324.04550876114354,110.0
324.061518598217,110.0
324.0775284352905,110.0
324.09353827236396,110.0
324.1095481094374,110.0
324.1255579465109,110.0
324.1415677835844,110.0
324.15757762065783,110.0
324.1735874577313,110.0
324.1895972948048,110.0
324.20560713187825,109.0
324.2216169689517,109.0
324.2376268060252,110.0
324.2536366430987,110.0
324.2696464801721,110.0
324.2856563172456,111.0
324.3016661543191,111.0
324.31767599139255,111.0
324.333685828466,111.0
324.3496956655395,111.0
324.36570550261297,111.0
324.3817153396864,111.0
324.3977251767599,113.0
324.4137350138334,113.0
324.42974485090684,113.0
324.4457546879803,113.0
324.4617645250538,113.0
324.47777436212726,113.0
324.4937841992007,113.0
324.5097940362742,113.0
324.5258038733477,113.0
324.54181371042114,113.0
324.5578235474946,113.0
324.5738333845681,113.0
324.58984322164156,113.0
324.605853058715,113.0
324.62186289578847,114.0
324.637872732862,114.0
324.65388256993543,113.0
324.6698924070089,113.0
324.6859022440824,113.0
324.70191208115585,113.0
324.7179219182293,113.0
324.73393175530276,113.0
324.7499415923763,113.0
324.76595142944973,113.0
324.7819612665232,113.0
324.79797110359664,113.0
324.81398094067015,113.0
324.8299907777436,113.0
324.84600061481706,114.0
324.86201045189057,114.0
324.878020288964,114.0
324.8940301260375,114.0
324.91003996311093,114.0
324.92604980018444,114.0
324.9420596372579,114.0
324.95806947433135,114.0
324.97407931140486,114.0
324.9900891484783,114.0
325.0060989855518,114.0
325.0221088226252,114.0
325.03811865969874,114.0
325.0541284967722,113.0
325.07013833384565,113.0
325.08614817091916,113.0
325.1021580079926,113.0
325.11816784506607,113.0
325.1341776821395,113.0
325.15018751921303,113.0
325.1661973562865,113.0
325.18220719335994,113.0
325.19821703043345,112.0
325.2142268675069,112.0
325.23023670458036,112.0
325.2462465416538,112.0
325.26225637872733,112.0
325.2782662158008,112.0
325.29427605287424,111.0
325.31028588994775,111.0
325.3262957270212,111.0
325.34230556409466,111.0
325.3583154011681,111.0
325.3743252382416,111.0
325.3903350753151,111.0
325.40634491238853,111.0
325.42235474946204,111.0
325.4383645865355,111.0
325.45437442360895,111.0
325.4703842606824,111.0
325.4863940977559,111.0
325.5024039348294,111.0
325.51841377190283,111.0
325.53442360897634,111.0
325.5504334460498,112.0
325.56644328312325,112.0
325.5824531201967,112.0
325.5984629572702,112.0
325.61447279434367,112.0
325.6304826314171,113.0
325.64649246849064,113.0
325.6625023055641,113.0
325.67851214263754,114.0
325.694521979711,115.0
325.7105318167845,115.0
325.72654165385796,115.0
325.7425514909314,112.0
325.75856132800493,112.0
325.7745711650784,112.0
325.79058100215184,112.0
325.8065908392253,112.0
325.8226006762988,112.0
325.83861051337226,112.0
325.8546203504457,112.0
325.8706301875192,112.0
325.8866400245927,112.0
325.90264986166613,112.0
325.9186596987396,112.0
325.9346695358131,114.0
325.95067937288655,114.0
325.96668920996,114.0
325.9826990470335,114.0
325.998708884107,114.0
326.01471872118043,114.0
326.0307285582539,114.0
326.0467383953274,114.0
326.06274823240085,114.0
326.0787580694743,114.0
326.0947679065478,114.0
326.11077774362127,114.0
326.1267875806947,114.0
326.1427974177682,114.0
326.1588072548417,114.0
326.17481709191514,114.0
326.1908269289886,114.0
326.20683676606205,114.0
326.22284660313557,114.0
326.238856440209,115.0
326.2548662772825,115.0
326.270876114356,115.0
326.28688595142944,115.0
326.3028957885029,115.0
326.31890562557635,115.0
326.33491546264986,115.0
326.3509252997233,116.0
326.36693513679677,116.0
326.3829449738703,116.0
326.39895481094374,117.0
326.4149646480172,117.0
326.43097448509064,117.0
326.44698432216416,117.0
326.4629941592376,117.0
326.47900399631106,117.0
326.4950138333846,117.0
326.51102367045803,117.0
326.5270335075315,117.0
326.54304334460494,117.0
326.55905318167845,117.0
326.5750630187519,117.0
326.59107285582536,117.0
326.60708269289887,117.0
326.6230925299723,117.0
326.6391023670458,117.0
326.65511220411923,117.0
326.67112204119275,117.0
326.6871318782662,117.0
326.70314171533965,117.0
326.71915155241317,117.0
326.7351613894866,117.0
326.7511712265601,117.0
326.76718106363353,117.0
326.78319090070704,118.0
326.7992007377805,118.0
326.81521057485395,118.0
326.83122041192746,118.0
326.8472302490009,118.0
326.86324008607437,118.0
326.8792499231478,118.0
326.89525976022134,118.0
326.9112695972948,118.0
326.92727943436824,117.0
326.94328927144176,117.0
326.9592991085152,117.0
326.97530894558867,117.0
326.9913187826621,118.0
327.00732861973563,118.0
327.0233384568091,118.0
327.03934829388254,118.0
327.05535813095605,118.0
327.0713679680295,118.0
327.08737780510296,118.0
327.1033876421764,119.0
327.1193974792499,119.0
327.1354073163234,119.0
327.15141715339684,119.0
327.16742699047035,119.0
327.1834368275438,119.0
327.19944666461726,119.0
327.2154565016907,118.0
327.2314663387642,118.0
327.2474761758377,118.0
327.26348601291113,118.0
327.27949584998464,118.0
327.2955056870581,118.0
327.31151552413155,118.0
327.327525361205,118.0
327.3435351982785,118.0
327.35954503535197,117.0
327.3755548724254,117.0
327.39156470949894,117.0
327.4075745465724,117.0
327.42358438364585,117.0
327.4395942207193,117.0
327.4556040577928,117.0
327.47161389486627,117.0
327.4876237319397,117.0
327.50363356901323,117.0
327.5196434060867,117.0
327.53565324316014,117.0
327.5516630802336,117.0
327.5676729173071,117.0
327.58368275438056,117.0
327.599692591454,117.0
327.61570242852747,117.0
327.631712265601,117.0
327.64772210267444,117.0
327.6637319397479,118.0
327.6797417768214,118.0
327.69575161389486,116.0
327.7117614509683,116.0
327.72777128804177,116.0
327.7437811251153,116.0
327.75979096218873,116.0
327.7758007992622,116.0
327.7918106363357,116.0
327.80782047340915,116.0
327.8238303104826,116.0
327.83984014755606,116.0
327.8558499846296,115.0
327.871859821703,115.0
327.8878696587765,115.0
327.90387949585,115.0
327.91988933292345,115.0
327.9358991699969,115.0
327.95190900707036,115.0
327.96791884414387,115.0
327.9839286812173,115.0
327.9999385182908,115.0
328.0159483553643,115.0
328.03195819243774,115.0
328.0479680295112,115.0
328.06397786658465,115.0
328.07998770365816,115.0
328.0959975407316,115.0
328.11200737780507,115.0
328.1280172148786,115.0
328.14402705195204,113.0
328.1600368890255,114.0
328.17604672609895,114.0
328.19205656317246,114.0
328.2080664002459,114.0
328.22407623731937,114.0
328.2400860743929,114.0
328.25609591146633,114.0
328.2721057485398,114.0
328.28811558561324,114.0
328.30412542268675,114.0
328.3201352597602,113.0
328.33614509683366,113.0
328.3521549339072,114.0
328.3681647709806,115.0
328.3841746080541,115.0
328.40018444512754,115.0
328.41619428220105,116.0
328.4322041192745,116.0
328.44821395634796,116.0
328.46422379342147,116.0
328.4802336304949,116.0
328.4962434675684,117.0
328.51225330464183,117.0
328.52826314171534,117.0
328.5442729787888,117.0
328.56028281586225,117.0
328.57629265293576,117.0
328.5923024900092,117.0
328.6083123270827,117.0
328.6243221641561,117.0
328.64033200122964,117.0
328.6563418383031,117.0
328.67235167537655,117.0
328.68836151245006,117.0
328.7043713495235,117.0
328.72038118659697,117.0
328.7363910236704,118.0
328.75240086074393,118.0
328.7684106978174,118.0
328.78442053489084,118.0
328.80043037196435,118.0
328.8164402090378,118.0
328.83245004611126,118.0
328.8484598831847,118.0
328.8644697202582,118.0
328.8804795573317,118.0
328.89648939440514,116.0
328.91249923147865,116.0
328.9285090685521,116.0
328.94451890562556,116.0
328.960528742699,116.0
328.9765385797725,116.0
328.992548416846,115.0
329.00855825391943,115.0
329.0245680909929,115.0
329.0405779280664,115.0
329.05658776513985,115.0
329.0725976022133,114.0
329.0886074392868,115.0
329.1046172763603,115.0
329.1206271134337,115.0
329.1366369505072,115.0
329.1526467875807,115.0
329.16865662465415,115.0
329.1846664617276,115.0
329.2006762988011,115.0
329.21668613587457,115.0
329.232695972948,115.0
329.2487058100215,113.0
329.264715647095,113.0
329.28072548416844,113.0
329.2967353212419,113.0
329.3127451583154,113.0
329.32875499538886,113.0
329.3447648324623,113.0
329.3607746695358,112.0
329.3767845066093,112.0
329.39279434368274,112.0
329.4088041807562,112.0
329.4248140178297,112.0
329.44082385490316,112.0
329.4568336919766,112.0
329.47284352905007,112.0
329.4888533661236,112.0
329.50486320319703,112.0
329.5208730402705,112.0
329.536882877344,112.0
329.55289271441745,112.0
329.5689025514909,113.0
329.58491238856436,113.0
329.6009222256379,113.0
329.6169320627113,113.0
329.6329418997848,113.0
329.6489517368583,113.0
329.66496157393175,113.0
329.6809714110052,113.0
329.69698124807866,113.0
329.71299108515217,109.0
329.7290009222256,109.0
329.7450107592991,109.0
329.7610205963726,109.0
329.77703043344604,109.0
329.7930402705195,108.0
329.80905010759295,108.0
329.82505994466646,108.0
329.8410697817399,108.0
329.8570796188134,108.0
329.8730894558869,108.0
329.88909929296034,108.0
329.9051091300338,108.0
329.92111896710725,108.0
329.93712880418076,108.0
329.9531386412542,109.0
329.96914847832767,109.0
329.9851583154012,109.0
330.00116815247463,109.0
330.0171779895481,109.0
330.03318782662154,110.0
330.04919766369505,110.0
330.0652075007685,110.0
330.08121733784196,110.0
330.0972271749155,110.0
330.11323701198893,110.0
330.1292468490624,110.0
330.14525668613584,110.0
330.16126652320935,110.0
330.1772763602828,110.0
330.19328619735626,110.0
330.20929603442977,110.0
330.2253058715032,110.0
330.2413157085767,110.0
330.25732554565013,110.0
330.27333538272364,110.0
330.2893452197971,110.0
330.30535505687055,109.0
330.32136489394406,109.0
330.3373747310175,109.0
330.353384568091,109.0
330.3693944051644,109.0
330.38540424223794,109.0
330.4014140793114,109.0
330.41742391638485,109.0
330.4334337534583,109.0
330.4494435905318,109.0
330.46545342760527,109.0
330.4814632646787,109.0
330.49747310175223,109.0
330.5134829388257,109.0
330.52949277589914,109.0
330.5455026129726,108.0
330.5615124500461,108.0
330.57752228711956,108.0
330.593532124193,108.0
330.60954196126653,108.0
330.62555179834,108.0
330.64156163541344,108.0
330.6575714724869,108.0
330.6735813095604,108.0
330.68959114663386,109.0
330.7056009837073,109.0
330.7216108207808,109.0
330.7376206578543,107.0
330.75363049492773,107.0
330.7696403320012,107.0
330.7856501690747,107.0
330.80166000614815,107.0
330.8176698432216,106.0
330.8336796802951,106.0
330.8496895173686,106.0
330.86569935444203,106.0
330.8817091915155,106.0
330.897719028589,106.0
330.91372886566245,106.0
330.9297387027359,106.0
330.9457485398094,106.0
330.96175837688287,106.0
330.9777682139563,106.0
330.9937780510298,106.0
331.0097878881033,106.0
331.02579772517674,107.0
331.0418075622502,107.0
331.0578173993237,107.0
331.07382723639716,107.0
331.0898370734706,107.0
331.1058469105441,107.0
331.1218567476176,107.0
331.13786658469104,107.0
331.1538764217645,106.0
331.169886258838,106.0
331.18589609591146,106.0
331.2019059329849,106.0
331.21791577005837,106.0
331.2339256071319,106.0
331.24993544420533,106.0
331.2659452812788,106.0
331.2819551183523,106.0
331.29796495542575,106.0
331.3139747924992,106.0
331.32998462957266,106.0
331.3459944666462,106.0
331.36200430371963,105.0
331.3780141407931,105.0
331.3940239778666,105.0
331.41003381494005,105.0
331.4260436520135,105.0
331.44205348908696,105.0
331.45806332616047,105.0
331.4740731632339,105.0
331.4900830003074,106.0
331.5060928373809,106.0
331.52210267445435,106.0
331.5381125115278,106.0
331.55412234860125,106.0
331.57013218567477,106.0
331.5861420227482,106.0
331.6021518598217,106.0
331.6181616968952,105.0
331.63417153396864,105.0
331.6501813710421,105.0
331.66619120811555,105.0
331.68220104518906,105.0
331.6982108822625,105.0
331.71422071933597,105.0
331.7302305564095,105.0
331.74624039348294,105.0
331.7622502305564,105.0
331.77826006762984,105.0
331.79426990470336,104.0
331.8102797417768,104.0
331.82628957885026,104.0
331.8422994159238,104.0
331.85830925299723,105.0
331.8743190900707,104.0
331.89032892714414,104.0
331.90633876421765,104.0
331.9223486012911,104.0
331.93835843836456,104.0
331.954368275438,104.0
331.9703781125115,104.0
331.986387949585,104.0
332.00239778665843,104.0
332.01840762373195,104.0
332.0344174608054,104.0
332.05042729787885,104.0
332.0664371349523,104.0
