         277195104 function calls in 63.519 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   105600    0.220    0.000   32.293    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1477(SingleMove)
    31215    0.081    0.000   14.045    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:782(evaluate)
    17538    6.463    0.000   10.122    0.001 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2516(MakeOneMove)
    88143    1.929    0.000    8.654    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:277(update_weights)
    31215    0.463    0.000    7.315    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:520(UpdateParetoFront)
    17585    3.546    0.000    7.288    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3123(MakeOneMove)
  4013487    4.623    0.000    6.851    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:561(CompareSolutions)
   812498    3.408    0.000    5.766    0.000 {method 'choice' of 'numpy.random._generator.Generator' objects}
    17569    1.172    0.000    5.445    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2806(MakeOneMove)
    31215    2.157    0.000    5.031    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:946(calculate_driver_violation)
    17810    2.890    0.000    4.713    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2203(MakeOneMove)
   172252    2.988    0.000    4.401    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:75(WorkerRouteFeasibilityCheck)
    31215    2.608    0.000    3.087    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:826(categorizing_orders)
  3054140    0.606    0.000    2.885    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:302(distance)
 66236332    2.838    0.000    2.838    0.000 {built-in method builtins.getattr}
  3669294    1.518    0.000    2.428    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:315(<dictcomp>)
  3355286    0.941    0.000    2.399    0.000 {built-in method builtins.sum}
  4182810    0.375    0.000    2.295    0.000 {built-in method builtins.next}
   812498    0.343    0.000    2.290    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2979(prod)
    17641    0.148    0.000    2.111    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1971(MakeOneMove)
   812498    0.624    0.000    1.946    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
    31215    1.439    0.000    1.921    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:958(calculate_machine_worker_attachment_count_and_utilization_time)
    31215    1.669    0.000    1.900    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:810(calculate_dynamic_percentage_order)
    17457    0.132    0.000    1.647    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1670(MakeOneMove)
 10360696    1.125    0.000    1.416    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:303(<genexpr>)
  4182810    1.109    0.000    1.109    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:953(<genexpr>)
  4182810    0.758    0.000    1.032    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:954(<genexpr>)
   812498    0.911    0.000    0.911    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  3669294    0.711    0.000    0.711    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:293(dominates)
 22299567    0.691    0.000    0.691    0.000 {built-in method builtins.len}
    31215    0.512    0.000    0.635    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:924(calculate_commute_distance)
   400365    0.448    0.000    0.615    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2336(__init__)
 13260858    0.592    0.000    0.592    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:798(start_time)
    31215    0.441    0.000    0.542    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:936(calculate_transport_distance)
 12422811    0.518    0.000    0.518    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1195(predecessor_ids)
   297518    0.511    0.000    0.511    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2251(<listcomp>)
 13260858    0.495    0.000    0.495    0.000 {method 'date' of 'datetime.datetime' objects}
    24907    0.308    0.000    0.479    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2013(<listcomp>)
   277599    0.469    0.000    0.469    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2572(<listcomp>)
   275919    0.457    0.000    0.457    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2600(<listcomp>)
  9293382    0.432    0.000    0.432    0.000 {method 'get' of 'dict' objects}
   278544    0.374    0.000    0.374    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3171(<listcomp>)
    31215    0.305    0.000    0.372    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:800(calculate_attachment_distance)
   278847    0.371    0.000    0.371    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3202(<listcomp>)
    88140    0.220    0.000    0.348    0.000 {built-in method builtins.min}
  6564662    0.303    0.000    0.303    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:628(order_items)
  7324141    0.292    0.000    0.292    0.000 {built-in method builtins.abs}
  3001786    0.281    0.000    0.281    0.000 {method 'index' of 'list' objects}
  6215700    0.278    0.000    0.278    0.000 {method 'append' of 'list' objects}
  5784061    0.274    0.000    0.274    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1159(id)
    17538    0.011    0.000    0.271    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2694(EvaluateMove)
   320699    0.270    0.000    0.270    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2629(<listcomp>)
   240018    0.269    0.000    0.269    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2849(<listcomp>)
    31215    0.246    0.000    0.264    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:903(calculate_finished_order_items)
   320699    0.262    0.000    0.262    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2630(<listcomp>)
  5224876    0.260    0.000    0.260    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:806(duration)
  6095730    0.259    0.000    0.259    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1199(successor_ids)
    17538    0.188    0.000    0.256    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:313(calculate_swap_shift_machine_delta)
    24461    0.188    0.000    0.253    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1709(<listcomp>)
  4588605    0.245    0.000    0.245    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:794(id)
   171875    0.177    0.000    0.242    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:91(<listcomp>)
  5351414    0.238    0.000    0.238    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1066(predecessor_ids)
   154159    0.154    0.000    0.213    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2934(__init__)
    31215    0.146    0.000    0.204    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:880(categorizing_machine_worker)
  1630631    0.200    0.000    0.200    0.000 {method 'remove' of 'list' objects}
   812498    0.182    0.000    0.182    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
  2453607    0.173    0.000    0.173    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:640(machines)
  3731072    0.170    0.000    0.170    0.000 {method 'items' of 'dict' objects}
    17810    0.011    0.000    0.151    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2308(EvaluateMove)
   156112    0.148    0.000    0.148    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2285(<listcomp>)
   156112    0.107    0.000    0.144    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2113(__init__)
    17810    0.103    0.000    0.136    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:571(calculate_replace_shift_machine_delta)
    17585    0.011    0.000    0.134    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3308(EvaluateMove)
  3027855    0.132    0.000    0.132    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:721(order_number)
  3054140    0.128    0.000    0.128    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:325(<lambda>)
  1615387    0.126    0.000    0.126    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:924(type)
  2302655    0.125    0.000    0.125    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1175(default_drivers)
  2619434    0.120    0.000    0.120    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1070(successor_ids)
    17585    0.088    0.000    0.119    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:429(calculate_swap_shift_worker_delta)
    17641    0.026    0.000    0.117    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2097(constructCompleteRoutes)
  2241195    0.117    0.000    0.117    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:666(transport_routes_order_item)
  2196883    0.110    0.000    0.110    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:671(work_routes_order_item)
  1348320    0.103    0.000    0.103    0.000 {method 'insert' of 'list' objects}
  2302605    0.101    0.000    0.101    0.000 {method 'keys' of 'dict' objects}
  1955051    0.097    0.000    0.097    0.000 {method 'values' of 'dict' objects}
    17569    0.011    0.000    0.093    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2906(EvaluateMove)
    88143    0.056    0.000    0.089    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:306(<dictcomp>)
  1665395    0.087    0.000    0.087    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:632(attachments)
    17569    0.058    0.000    0.078    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:657(calculate_replace_shift_worker_delta)
  1312015    0.072    0.000    0.072    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1078(night_shift_ids)
   109911    0.072    0.000    0.072    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3235(<listcomp>)
    35403    0.058    0.000    0.071    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3152(<listcomp>)
    79666    0.069    0.000    0.069    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2645(<listcomp>)
   812498    0.068    0.000    0.068    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
    79666    0.068    0.000    0.068    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2646(<listcomp>)
   109911    0.067    0.000    0.067    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3236(<listcomp>)
    65519    0.052    0.000    0.067    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2722(__init__)
    88140    0.043    0.000    0.066    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:326(<dictcomp>)
   105600    0.046    0.000    0.064    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:69(Update)
  1186170    0.062    0.000    0.062    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:737(order_item_ids)
    17641    0.059    0.000    0.059    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2102(<dictcomp>)
    31215    0.056    0.000    0.056    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:837(<listcomp>)
    17751    0.037    0.000    0.051    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2550(<listcomp>)
   797409    0.051    0.000    0.051    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1053(possible_order_item_ids)
   851036    0.050    0.000    0.050    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1183(possible_order_item_ids)
    31215    0.049    0.000    0.049    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:814(<listcomp>)
    31215    0.048    0.000    0.048    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:16(__init__)
   299808    0.042    0.000    0.042    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:369(<genexpr>)
    19085    0.028    0.000    0.041    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2238(<listcomp>)
    17641    0.010    0.000    0.035    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2085(EvaluateMove)
    62077    0.034    0.000    0.034    0.000 {method 'random' of 'numpy.random._generator.Generator' objects}
    31215    0.034    0.000    0.034    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:870(<listcomp>)
   521434    0.032    0.000    0.032    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:684(min_transport_distance)
