         23952624 function calls in 5.863 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10400    0.023    0.000    3.110    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1514(SingleMove)
     3218    0.008    0.000    1.490    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:784(evaluate)
     1781    0.565    0.000    0.962    0.001 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2554(MakeOneMove)
     1677    0.344    0.000    0.703    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3161(MakeOneMove)
     3218    0.040    0.000    0.600    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:478(UpdateParetoFront)
    79192    0.334    0.000    0.562    0.000 {method 'choice' of 'numpy.random._generator.Generator' objects}
   332358    0.388    0.000    0.560    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:519(CompareSolutions)
     3218    0.220    0.000    0.553    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:949(calculate_driver_violation)
     8666    0.126    0.000    0.543    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:275(update_weights)
     1820    0.116    0.000    0.539    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2844(MakeOneMove)
     1693    0.277    0.000    0.448    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2241(MakeOneMove)
    16405    0.290    0.000    0.426    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:75(WorkerRouteFeasibilityCheck)
     3218    0.269    0.000    0.317    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:829(categorizing_orders)
   431212    0.040    0.000    0.277    0.000 {built-in method builtins.next}
    79192    0.033    0.000    0.222    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2979(prod)
  5368319    0.215    0.000    0.215    0.000 {built-in method builtins.getattr}
     3218    0.148    0.000    0.202    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:961(calculate_machine_worker_attachment_count_and_utilization_time)
     1695    0.014    0.000    0.202    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2009(MakeOneMove)
     3218    0.173    0.000    0.197    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:813(calculate_dynamic_percentage_order)
