         324306973 function calls in 78.240 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   105600    0.242    0.000   47.579    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1477(SingleMove)
  2462742    9.872    0.000   16.234    0.000 {method 'choice' of 'numpy.random._generator.Generator' objects}
    17546    0.975    0.000   15.009    0.001 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1670(MakeOneMove)
    30350    0.086    0.000   13.182    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:782(evaluate)
    17780    6.894    0.000   10.893    0.001 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2516(MakeOneMove)
    88053    2.013    0.000    8.845    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:277(update_weights)
    17597    4.282    0.000    8.363    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3123(MakeOneMove)
    30350    0.491    0.000    7.375    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:520(UpdateParetoFront)
  4372572    4.674    0.000    6.883    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:561(CompareSolutions)
  2462742    0.957    0.000    6.193    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2979(prod)
    17570    1.161    0.000    5.384    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2806(MakeOneMove)
  2462742    1.647    0.000    5.235    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
    17589    3.032    0.000    4.886    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2203(MakeOneMove)
    30350    1.971    0.000    4.579    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:946(calculate_driver_violation)
   185348    3.035    0.000    4.362    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:75(WorkerRouteFeasibilityCheck)
 73409003    3.130    0.000    3.130    0.000 {built-in method builtins.getattr}
    30350    2.516    0.000    2.974    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:826(categorizing_orders)
  3307007    0.617    0.000    2.938    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:302(distance)
  2462742    2.492    0.000    2.492    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  3878913    1.534    0.000    2.466    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:315(<dictcomp>)
  3604513    0.945    0.000    2.438    0.000 {built-in method builtins.sum}
   245632    1.675    0.000    2.191    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1709(<listcomp>)
  4066900    0.337    0.000    2.097    0.000 {built-in method builtins.next}
    17518    0.148    0.000    2.043    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1971(MakeOneMove)
    30350    1.606    0.000    1.822    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:810(calculate_dynamic_percentage_order)
    30350    1.341    0.000    1.785    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:958(calculate_machine_worker_attachment_count_and_utilization_time)
 11209409    1.147    0.000    1.452    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:303(<genexpr>)
 37564446    1.066    0.000    1.066    0.000 {built-in method builtins.len}
  4066900    1.039    0.000    1.039    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:953(<genexpr>)
  4066900    0.678    0.000    0.919    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:954(<genexpr>)
  3878913    0.725    0.000    0.725    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ImprovementAlgorithm.py:293(dominates)
   469908    0.524    0.000    0.713    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2336(__init__)
    30350    0.487    0.000    0.590    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:924(calculate_commute_distance)
 13034498    0.575    0.000    0.575    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1195(predecessor_ids)
 14173671    0.554    0.000    0.554    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:798(start_time)
    30350    0.444    0.000    0.532    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:936(calculate_transport_distance)
   301716    0.516    0.000    0.516    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2251(<listcomp>)
  2462742    0.494    0.000    0.494    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
   280803    0.477    0.000    0.477    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2572(<listcomp>)
   280773    0.467    0.000    0.467    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2600(<listcomp>)
  9895924    0.453    0.000    0.453    0.000 {method 'get' of 'dict' objects}
    24939    0.293    0.000    0.449    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2013(<listcomp>)
 14173671    0.448    0.000    0.448    0.000 {method 'date' of 'datetime.datetime' objects}
   325634    0.430    0.000    0.430    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3171(<listcomp>)
   324426    0.421    0.000    0.421    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3202(<listcomp>)
    30350    0.291    0.000    0.353    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:800(calculate_attachment_distance)
    88052    0.226    0.000    0.353    0.000 {built-in method builtins.min}
   375315    0.308    0.000    0.308    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2629(<listcomp>)
  7919999    0.307    0.000    0.307    0.000 {built-in method builtins.abs}
  6396461    0.306    0.000    0.306    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1199(successor_ids)
   375315    0.299    0.000    0.299    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2630(<listcomp>)
  6568615    0.290    0.000    0.290    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:628(order_items)
   258677    0.287    0.000    0.287    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2849(<listcomp>)
    17780    0.012    0.000    0.282    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2694(EvaluateMove)
  6494263    0.276    0.000    0.276    0.000 {method 'append' of 'list' objects}
  3087916    0.276    0.000    0.276    0.000 {method 'index' of 'list' objects}
  6495399    0.269    0.000    0.269    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1066(predecessor_ids)
    30350    0.246    0.000    0.263    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:903(calculate_finished_order_items)
    17780    0.197    0.000    0.263    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:313(calculate_swap_shift_machine_delta)
  5178624    0.253    0.000    0.253    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:806(duration)
  5878237    0.247    0.000    0.247    0.000 {method 'items' of 'dict' objects}
  4461450    0.241    0.000    0.241    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:794(id)
  5299072    0.241    0.000    0.241    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1159(id)
   183741    0.178    0.000    0.241    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:91(<listcomp>)
   170941    0.168    0.000    0.234    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2934(__init__)
  1801481    0.216    0.000    0.216    0.000 {method 'remove' of 'list' objects}
  3386579    0.209    0.000    0.209    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:924(type)
    30350    0.136    0.000    0.189    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:880(categorizing_machine_worker)
  3547235    0.180    0.000    0.180    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:632(attachments)
  2462742    0.170    0.000    0.170    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
    17589    0.011    0.000    0.153    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2308(EvaluateMove)
   155298    0.110    0.000    0.146    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2113(__init__)
  2398013    0.143    0.000    0.143    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:640(machines)
   155298    0.142    0.000    0.142    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2285(<listcomp>)
  3192464    0.138    0.000    0.138    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1070(successor_ids)
    17589    0.105    0.000    0.137    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:571(calculate_replace_shift_machine_delta)
