         394795209 function calls (394791980 primitive calls) in 79.899 seconds

   Ordered by: cumulative time
   List reduced from 1340 to 300 due to restriction <300>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    19148    0.012    0.000    0.012    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1797(<listcomp>)
   312528    0.012    0.000    0.012    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:816(order_number)
        1    0.012    0.012    0.012    0.012 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/MIP_UB.py:375(<listcomp>)
   148185    0.012    0.000    0.012    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1177(type)
     7591    0.011    0.000    0.011    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2139(<dictcomp>)
     7574    0.011    0.000    0.011    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2362(<dictcomp>)
     7706    0.011    0.000    0.011    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:320(<dictcomp>)
     7534    0.011    0.000    0.011    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2748(<dictcomp>)
     5922    0.011    0.000    0.011    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:547(<listcomp>)
     7706    0.011    0.000    0.011    0.000 {method 'integers' of 'numpy.random._generator.Generator' objects}
    15374    0.010    0.000    0.010    0.000 {method 'random' of 'numpy.random._generator.Generator' objects}
     1391    0.001    0.000    0.010    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3346(EvaluateMove)
        1    0.000    0.000    0.010    0.010 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:387(CalculateParetoFrontMetrics)
        1    0.001    0.001    0.010    0.010 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:79(feasibility_check)
        2    0.006    0.003    0.009    0.005 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:580(_convert_from_order_to_order_item)
     1391    0.007    0.000    0.009    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:430(calculate_swap_shift_worker_delta)
    10476    0.009    0.000    0.009    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2875(<listcomp>)
   101785    0.009    0.000    0.009    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:630(orders)
     7427    0.008    0.000    0.008    0.000 {method 'uniform' of 'numpy.random._generator.Generator' objects}
     7706    0.008    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:319(<dictcomp>)
     7591    0.008    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2138(<dictcomp>)
     7492    0.006    0.000    0.008    0.000 /opt/anaconda3/lib/python3.9/site-packages/numpy/core/numeric.py:274(full)
     5256    0.008    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1896(<dictcomp>)
     7574    0.008    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2361(<dictcomp>)
      119    0.006    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1197(find_single_machine_route)
     7534    0.008    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2747(<dictcomp>)
        2    0.000    0.000    0.008    0.004 /opt/anaconda3/lib/python3.9/site-packages/pandas/core/frame.py:1310(to_string)
    31048    0.008    0.000    0.008    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:17(setDelta)
   119426    0.007    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:954(successor_ids)
     2961    0.007    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:522(<listcomp>)
        1    0.007    0.007    0.007    0.007 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:453(CalculateHypervolume)
        2    0.000    0.000    0.007    0.004 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:939(to_string)
       43    0.000    0.000    0.007    0.000 {built-in method builtins.print}
     3779    0.007    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3291(<listcomp>)
      282    0.004    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ConstructiveHeuristic.py:668(worker_route_feasibility)
     1232    0.007    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3363(<dictcomp>)
     3779    0.007    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3292(<listcomp>)
    30442    0.007    0.000    0.007    0.000 /opt/anaconda3/lib/python3.9/codecs.py:186(__init__)
        1    0.000    0.000    0.007    0.007 /opt/anaconda3/lib/python3.9/site-packages/pandas/core/frame.py:1204(__repr__)
     1303    0.001    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2944(EvaluateMove)
     1130    0.007    0.000    0.007    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2961(<dictcomp>)
        2    0.000    0.000    0.007    0.003 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/string.py:28(to_string)
        2    0.000    0.000    0.007    0.003 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/string.py:40(_get_string_representation)
   137577    0.006    0.000    0.006    0.000 {method 'clear' of 'list' objects}
    30462    0.006    0.000    0.006    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1303    0.004    0.000    0.006    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:659(calculate_replace_shift_worker_delta)
    52137    0.006    0.000    0.006    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:642(workers)
   162983    0.006    0.000    0.006    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:849(<lambda>)
     5256    0.005    0.000    0.005    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1895(<dictcomp>)
        2    0.000    0.000    0.005    0.003 /opt/anaconda3/lib/python3.9/site-packages/pandas/core/generic.py:3797(to_csv)
        2    0.000    0.000    0.005    0.003 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:965(to_csv)
     6120    0.004    0.000    0.005    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/MIP_UB.py:238(<genexpr>)
    85933    0.005    0.000    0.005    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1084(night_shift_ids)
    13964    0.005    0.000    0.005    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/EvaluationLogic.py:798(calculate_cummulative_distance)
        3    0.000    0.000    0.005    0.002 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/string.py:34(_get_strcols)
        3    0.000    0.000    0.004    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:472(get_strcols)
        2    0.000    0.000    0.004    0.002 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/csvs.py:246(save)
        3    0.000    0.000    0.004    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:704(_get_strcols_without_index)
    59359    0.004    0.000    0.004    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:938(possible_order_item_ids)
     3335    0.003    0.000    0.004    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2760(__init__)
    82083    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
    48871    0.004    0.000    0.004    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.004    0.004 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/string.py:153(_fit_strcols_to_terminal_width)
      4/3    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:1002(_find_and_load)
      4/3    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
       20    0.000    0.000    0.003    0.000 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:751(format_col)
      4/3    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:659(_load_unlocked)
        3    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:844(exec_module)
        1    0.003    0.003    0.003    0.003 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/MIP_UB.py:402(<listcomp>)
        2    0.000    0.000    0.003    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/common.py:664(get_handle)
      351    0.001    0.000    0.003    0.000 {built-in method builtins.sorted}
    11940    0.001    0.000    0.003    0.000 /opt/anaconda3/lib/python3.9/abc.py:117(__instancecheck__)
       27    0.000    0.000    0.003    0.000 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1079(format_array)
      170    0.001    0.000    0.003    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ConstructiveHeuristic.py:720(worker_attractiveness_function)
     5578    0.002    0.000    0.002    0.000 {built-in method builtins.round}
       18    0.002    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:979(<dictcomp>)
        4    0.000    0.000    0.002    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/common.py:1165(_is_binary_mode)
       27    0.000    0.000    0.002    0.000 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1193(get_result)
     1232    0.002    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3362(<dictcomp>)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/common.py:1186(_get_binary_io_classes)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.9/site-packages/pandas/compat/_optional.py:85(import_optional_dependency)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.9/importlib/__init__.py:109(import_module)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1018(_gcd_import)
        3    0.000    0.000    0.002    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/core/frame.py:694(__init__)
     1130    0.002    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2960(<dictcomp>)
    30438    0.002    0.000    0.002    0.000 /opt/anaconda3/lib/python3.9/codecs.py:214(setstate)
       18    0.001    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:997(<dictcomp>)
      144    0.001    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/ConstructiveHeuristic.py:768(machine_attractiveness_function)
      165    0.000    0.000    0.002    0.000 {built-in method builtins.all}
 2527/282    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.9/copy.py:128(deepcopy)
        1    0.000    0.000    0.002    0.002 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:79(check_order_usability)
     1232    0.002    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:3361(<dictcomp>)
      119    0.001    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:1242(find_single_attachment_route)
     1130    0.002    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/Neighborhood.py:2959(<dictcomp>)
      282    0.000    0.000    0.002    0.000 /opt/anaconda3/lib/python3.9/copy.py:200(_deepcopy_list)
        9    0.001    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:1129(<dictcomp>)
        1    0.000    0.000    0.002    0.002 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:499(CalculateSpread)
      5/3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
        3    0.000    0.000    0.002    0.001 {built-in method builtins.exec}
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.9/site-packages/zstandard/__init__.py:7(<module>)
        3    0.001    0.000    0.002    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/core/internals/construction.py:506(nested_data_to_arrays)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.9/site-packages/pandas/core/frame.py:6997(sort_values)
     2259    0.001    0.000    0.002    0.000 {method 'shuffle' of 'numpy.random._generator.Generator' objects}
    11940    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
        7    0.000    0.000    0.002    0.000 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1471(_format_strings)
        7    0.000    0.000    0.002    0.000 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1343(get_result_as_array)
    28336    0.002    0.000    0.002    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:824(equipment_types)
        1    0.000    0.000    0.001    0.001 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:500(_load_data)
      185    0.000    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:97(<genexpr>)
    21794    0.001    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:694(min_work_distance)
       18    0.000    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:215(<listcomp>)
        9    0.000    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:181(<listcomp>)
        7    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1397(format_values_with)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:916(get_code)
    29056    0.001    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:662(transport_routes)
      170    0.001    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/InputData.py:97(<setcomp>)
      288    0.001    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:215(<genexpr>)
      288    0.001    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:181(<genexpr>)
      288    0.001    0.000    0.001    0.000 /Users/niklas/Desktop/Diplomarbeit/OptRail_Railroad_Construction/Code/OutputData.py:142(<genexpr>)
        2    0.000    0.000    0.001    0.001 /opt/anaconda3/lib/python3.9/site-packages/pandas/io/formats/csvs.py:272(_save)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:558(module_from_spec)


