Instance,Algorithm,Improvement_Time,DCI,Distribution Metric (DM),Hypevolume (Monte Carlo),PCI,PF-Share,Spacing,Spread
a3_o80_m10_an10_ar9_reduced,PSA,238.59,0.3776041666666666,0.9556986939000849,0.6672327150302766,0.110727726430368,16.9811320754717,0.1842083325829114,0.4807349993123629
a3_o80_m10_an10_ar9_reduced,DBSA,67.81,0.6848958333333333,0.16851414353693306,0.5883342744687218,0.3186414993911438,23.89937106918239,0.04117799439417498,0.553623721704608
a3_o80_m10_an10_ar9_reduced,TPSA,118.75,0.8802083333333335,0.20597921710869746,0.682424872969633,0.1013931141127778,59.11949685534591,0.07537154752525554,0.7142857142857143
a5_o96_m10_an10_ar10_reduced,PSA,184.62,0.5571428571428573,0.3234779264681143,0.2475238887409454,0.2676500166438987,25.41436464088398,0.07244802423105755,0.6295290781095236
a5_o96_m10_an10_ar10_reduced,DBSA,60.19,0.49285714285714277,0.23444420367185698,0.18576889245958164,0.34705422566651034,22.65193370165746,0.06563644511414475,0.6320198110977928
a5_o96_m10_an10_ar10_reduced,TPSA,89.5,0.8285714285714286,0.20590105955028165,0.23951503766070603,0.10811654653168097,51.93370165745856,0.08930451889869646,0.7081214326291015
a10_o107_m5_an57_ar12,PSA,147.12,0.37439613526570054,0.3718903536122273,0.10331096252903149,0.2424872155280906,21.243523316062177,0.0365959258832641,0.5221381682841162
a10_o107_m5_an57_ar12,DBSA,61.05,0.717391304347826,0.31821665243897623,0.29355065940689934,0.25719704615422306,48.18652849740933,0.05355583397790764,0.46691752296573785
a10_o107_m5_an57_ar12,TPSA,77.12,0.4782608695652174,0.14468019600447388,0.2606682681577774,0.18430654906946228,30.569948186528496,0.038750921307854305,0.6873983468314269
a10_o114_m6_an57_ar11,PSA,309.75,0.30833333333333335,1.2710673515263797,0.41460546201330184,0.08837183169328792,13.647058823529413,0.0945444822562924,0.7974158752524786
a10_o114_m6_an57_ar11,DBSA,77.0,0.7363636363636363,0.15288334175175908,0.2553290341042844,0.1875813079035658,26.823529411764707,0.05464065583571367,0.7837740240361926
a10_o114_m6_an57_ar11,TPSA,103.53,0.8696969696969697,0.16697989325848608,0.3039182082617741,0.12315406414628499,59.529411764705884,0.07912802659549076,0.9236631887610206
a10_o128_m6_an51_ar13,PSA,222.9,0.14012096774193547,0.7529162205527373,0.0035380466619531334,0.2855035270987807,4.498269896193772,0.1664436985263967,0.8895417928587178
a10_o128_m6_an51_ar13,DBSA,65.19,0.7993951612903226,0.30506287944346555,0.003302176884489591,0.29919148628301323,26.297577854671278,0.06042571695525059,0.7865694527274395
a10_o128_m6_an51_ar13,TPSA,95.47,0.9415322580645161,0.18370164396222521,0.003848965914064166,0.17618231063358405,69.20415224913495,0.04726260278062434,0.9447802597562615
a10_o144_m6_an53_ar12,PSA,157.17,0.6214470284237725,0.22888016106927817,0.4870174836946093,0.1236141390756684,27.62237762237762,0.09441624520718919,0.6149698944509547
a10_o144_m6_an53_ar12,DBSA,55.64,0.7235142118863049,0.11762343398908973,0.40803327230488584,0.2964421802601699,34.61538461538461,0.06594556714463642,0.6098068526852638
a10_o144_m6_an53_ar12,TPSA,103.67,0.7377260981912146,0.11055797421942402,0.5025098395325556,0.19827456551259812,37.76223776223776,0.05727722998973918,0.6976347098508793
a15_o170_m9_an80_ar18,PSA,416.85,0.4018895348837209,0.28693864770780436,0.002605288905620034,0.37094816844079154,10.730088495575222,0.04274524942183629,0.8083293950137158
a15_o170_m9_an80_ar18,DBSA,160.31,0.7696220930232558,0.0995145360565266,0.022793597585795036,0.3299418881929451,43.69469026548673,0.029090133444786406,0.7391582128548381
a15_o170_m9_an80_ar18,TPSA,202.89,0.904796511627907,0.093651877477566,0.022407628859036507,0.09937289350130794,45.57522123893805,0.03600778982037734,0.9523874960966149
a20_o236_m12_an106_ar24,PSA,604.52,0.6381392045454546,0.2469721727226948,0.15990898776676055,0.11536270973317331,11.405109489051094,0.07069706995723286,0.7269320011902795
a20_o236_m12_an106_ar24,DBSA,274.92,0.8473011363636364,0.05794212712075167,0.02970887060688525,0.265825522423228,56.934306569343065,0.03716687188719791,0.7037628183109216
a20_o236_m12_an106_ar24,TPSA,299.74,0.8366477272727273,0.05201861668387433,0.04684159353355527,0.20956100313427525,31.66058394160584,0.04522892087644673,0.990285562327392
a25_o306_m13_an127_ar31,PSA,902.11,0.6155797101449275,0.13957387788670483,0.017808168198497436,0.16659355128118114,18.952483801295898,0.0434883322626063,0.6670833173140895
a25_o306_m13_an127_ar31,DBSA,277.77,0.813768115942029,0.11044517043738612,0.006840223546442725,0.3131054828777371,23.326133909287257,0.032913013801215314,0.5827494851918127
a25_o306_m13_an127_ar31,TPSA,393.96,0.8778985507246376,0.054415667517036304,0.023930061059028465,0.14485050041868802,57.721382289416844,0.037801430744520914,0.9622020343749831
a30_o355_m18_an148_ar42,PSA,900.98,0.6183333333333333,0.16402635659791354,0.013155100770353013,0.18718745923894875,19.12991656734207,0.03140477236156597,0.6619738468042083
a30_o355_m18_an148_ar42,DBSA,445.01,0.77125,0.08447029756173788,0.004224213287301619,0.30097129303992426,35.041716328963055,0.02838444021011066,0.6277244838785165
a30_o355_m18_an148_ar42,TPSA,599.65,0.8966666666666666,0.05155503755803748,0.005210577811240068,0.1250230019930745,45.82836710369487,0.04353829123270018,0.9857017151314215
a40_o476_m22_an215_ar51,PSA,2266.44,0.5188356164383562,0.14929377773736177,0.00020370571690033192,0.31116319803323883,11.418832552194292,0.01146584014575315,0.5299765779202914
a40_o476_m22_an215_ar51,DBSA,793.74,0.6669520547945206,0.10905499842403331,0.0009542004633752389,0.3416373496839512,53.38730293992331,0.010242627412805785,0.4998305650231382
a40_o476_m22_an215_ar51,TPSA,974.64,0.8047945205479452,0.11563394107340651,0.001157906180275571,0.11237575837247926,35.1938645078824,0.016763333607549155,0.8575713826188842
a50_o578_m28_an276_ar66,PSA,2435.57,0.6721311475409836,0.1217980805997586,0.0017797446844976367,0.24484464492129807,29.23268095681889,0.017755812630075248,0.486999419563045
a50_o578_m28_an276_ar66,DBSA,1090.89,0.8028688524590164,0.10978620348148418,0.0022729269464668612,0.29651031873491346,23.423423423423422,0.019532877162107422,0.49182466593987756
a50_o578_m28_an276_ar66,TPSA,1696.64,0.9274590163934426,0.04419711145216422,0.006840223546442725,0.04523011039124151,47.34389561975769,0.025082098150844796,0.9659064737485571
