Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Machines,Workers,Transport Attachments,Attachments
15,170,38,16455.0,3177.4,9,17,0.0,13.0
15,170,38,16455.0,3177.4,9,17,41.98,12.0
15,170,38,16455.0,3177.4,9,17,90.28,11.0
15,170,38,16455.0,3177.4,9,17,138.58,10.0
15,170,64,19207.68,2641.84,9,18,0.0,13.0
15,170,64,19207.68,2641.84,9,18,41.98,12.0
15,170,64,19207.68,2641.84,9,18,90.28,11.0
15,170,64,19207.68,2641.84,9,18,138.58,10.0
15,170,65,19207.68,2518.47,9,18,0.0,13.0
15,170,65,19207.68,2518.47,9,18,41.98,12.0
15,170,65,19207.68,2518.47,9,18,90.28,11.0
15,170,65,19207.68,2518.47,9,18,138.58,10.0
15,170,66,19098.25,2927.37,9,18,0.0,13.0
15,170,66,19098.25,2927.37,9,18,41.98,12.0
15,170,66,19098.25,2927.37,9,18,90.28,11.0
15,170,66,19098.25,2927.37,9,18,138.58,10.0
15,170,66,19142.65,2875.94,9,18,0.0,13.0
15,170,66,19142.65,2875.94,9,18,41.98,12.0
15,170,66,19142.65,2875.94,9,18,90.28,11.0
15,170,66,19142.65,2875.94,9,18,138.58,10.0
15,170,66,19207.68,2449.77,9,18,0.0,13.0
15,170,66,19207.68,2449.77,9,18,41.98,12.0
15,170,66,19207.68,2449.77,9,18,90.28,11.0
15,170,66,19207.68,2449.77,9,18,138.58,10.0
15,170,67,18962.67,2959.43,9,18,0.0,13.0
15,170,67,18962.67,2959.43,9,18,41.98,12.0
15,170,67,18962.67,2959.43,9,18,90.28,11.0
15,170,67,18962.67,2959.43,9,18,138.58,10.0
15,170,89,16265.63,5944.49,9,16,0.0,13.0
15,170,89,16265.63,5944.49,9,16,41.98,12.0
15,170,89,16265.63,5944.49,9,16,90.28,11.0
15,170,89,16265.63,5944.49,9,16,138.58,10.0
15,170,90,16139.57,5944.49,9,16,0.0,13.0
15,170,90,16139.57,5944.49,9,16,41.98,12.0
15,170,90,16139.57,5944.49,9,16,90.28,11.0
15,170,90,16139.57,5944.49,9,16,138.58,10.0
15,170,92,16130.25,5944.49,9,16,0.0,13.0
15,170,92,16130.25,5944.49,9,16,41.98,12.0
15,170,92,16130.25,5944.49,9,16,90.28,11.0
15,170,92,16130.25,5944.49,9,16,138.58,10.0
15,170,93,12950.78,5054.91,9,16,0.0,13.0
15,170,93,12950.78,5054.91,9,16,41.98,12.0
15,170,93,12950.78,5054.91,9,16,90.28,11.0
15,170,93,12950.78,5054.91,9,16,138.58,10.0
15,170,94,12941.24,5054.91,9,16,0.0,13.0
15,170,94,12941.24,5054.91,9,16,41.98,12.0
15,170,94,12941.24,5054.91,9,16,90.28,11.0
15,170,94,12941.24,5054.91,9,16,138.58,10.0
15,170,95,12926.82,5054.91,9,16,0.0,13.0
15,170,95,12926.82,5054.91,9,16,41.98,12.0
15,170,95,12926.82,5054.91,9,16,90.28,11.0
15,170,95,12926.82,5054.91,9,16,138.58,10.0
15,170,95,19353.81,1251.03,9,18,0.0,13.0
15,170,95,19353.81,1251.03,9,18,41.98,12.0
15,170,95,19353.81,1251.03,9,18,90.28,11.0
15,170,95,19353.81,1251.03,9,18,138.58,10.0
15,170,97,19353.81,1250.58,9,18,0.0,13.0
15,170,97,19353.81,1250.58,9,18,41.98,12.0
15,170,97,19353.81,1250.58,9,18,90.28,11.0
15,170,97,19353.81,1250.58,9,18,138.58,10.0
15,170,98,12877.13,5054.91,9,16,0.0,13.0
15,170,98,12877.13,5054.91,9,16,41.98,12.0
15,170,98,12877.13,5054.91,9,16,90.28,11.0
15,170,98,12877.13,5054.91,9,16,138.58,10.0
15,170,99,19353.81,1205.76,9,18,0.0,13.0
15,170,99,19353.81,1205.76,9,18,41.98,12.0
15,170,99,19353.81,1205.76,9,18,90.28,11.0
15,170,99,19353.81,1205.76,9,18,138.58,10.0
15,170,100,16310.35,3026.85,9,18,0.0,13.0
15,170,100,16310.35,3026.85,9,18,41.98,12.0
15,170,100,16310.35,3026.85,9,18,90.28,11.0
15,170,100,16310.35,3026.85,9,18,138.58,10.0
15,170,101,16123.65,3671.54,9,18,0.0,13.0
15,170,101,16123.65,3671.54,9,18,41.98,12.0
15,170,101,16123.65,3671.54,9,18,90.28,11.0
15,170,101,16123.65,3671.54,9,18,138.58,10.0
15,170,101,16295.17,3026.85,9,18,0.0,13.0
15,170,101,16295.17,3026.85,9,18,41.98,12.0
15,170,101,16295.17,3026.85,9,18,90.28,11.0
15,170,101,16295.17,3026.85,9,18,138.58,10.0
15,170,102,15966.65,2998.76,9,18,0.0,13.0
15,170,102,15966.65,2998.76,9,18,41.98,12.0
15,170,102,15966.65,2998.76,9,18,90.28,11.0
15,170,102,15966.65,2998.76,9,18,138.58,10.0
15,170,103,15966.65,2987.72,9,18,0.0,13.0
15,170,103,15966.65,2987.72,9,18,41.98,12.0
15,170,103,15966.65,2987.72,9,18,90.28,11.0
15,170,103,15966.65,2987.72,9,18,138.58,10.0
15,170,103,16119.11,2971.19,9,18,0.0,13.0
15,170,103,16119.11,2971.19,9,18,41.98,12.0
15,170,103,16119.11,2971.19,9,18,90.28,11.0
15,170,103,16119.11,2971.19,9,18,138.58,10.0
15,170,103,16342.27,2882.72,9,18,0.0,13.0
15,170,103,16342.27,2882.72,9,18,41.98,12.0
15,170,103,16342.27,2882.72,9,18,90.28,11.0
15,170,103,16342.27,2882.72,9,18,138.58,10.0
15,170,104,15895.88,2998.76,9,18,0.0,13.0
15,170,104,15895.88,2998.76,9,18,41.98,12.0
15,170,104,15895.88,2998.76,9,18,90.28,11.0
15,170,104,15895.88,2998.76,9,18,138.58,10.0
15,170,104,16331.83,2749.1,9,18,0.0,13.0
15,170,104,16331.83,2749.1,9,18,41.98,12.0
15,170,104,16331.83,2749.1,9,18,90.28,11.0
15,170,104,16331.83,2749.1,9,18,138.58,10.0
15,170,105,15966.65,2975.68,9,18,0.0,13.0
15,170,105,15966.65,2975.68,9,18,41.98,12.0
15,170,105,15966.65,2975.68,9,18,90.28,11.0
15,170,105,15966.65,2975.68,9,18,138.58,10.0
15,170,105,16105.6,2971.19,9,18,0.0,13.0
15,170,105,16105.6,2971.19,9,18,41.98,12.0
15,170,105,16105.6,2971.19,9,18,90.28,11.0
15,170,105,16105.6,2971.19,9,18,138.58,10.0
15,170,106,16342.27,2745.88,9,18,0.0,13.0
15,170,106,16342.27,2745.88,9,18,41.98,12.0
15,170,106,16342.27,2745.88,9,18,90.28,11.0
15,170,106,16342.27,2745.88,9,18,138.58,10.0
15,170,106,16971.89,3797.58,8,18,0.0,13.0
15,170,106,16971.89,3797.58,8,18,41.98,12.0
15,170,106,16971.89,3797.58,8,18,90.28,11.0
15,170,106,16971.89,3797.58,8,18,138.58,10.0
15,170,107,16348.45,4207.49,9,17,0.0,13.0
15,170,107,16348.45,4207.49,9,17,41.98,12.0
15,170,107,16348.45,4207.49,9,17,90.28,11.0
15,170,107,16348.45,4207.49,9,17,138.58,10.0
15,170,107,16857.81,2729.07,9,18,0.0,13.0
15,170,107,16857.81,2729.07,9,18,41.98,12.0
15,170,107,16857.81,2729.07,9,18,90.28,11.0
15,170,107,16857.81,2729.07,9,18,138.58,10.0
15,170,108,15665.48,3825.21,9,18,0.0,13.0
15,170,108,15665.48,3825.21,9,18,41.98,12.0
15,170,108,15665.48,3825.21,9,18,90.28,11.0
15,170,108,15665.48,3825.21,9,18,138.58,10.0
15,170,108,15774.11,3678.87,9,18,0.0,13.0
15,170,108,15774.11,3678.87,9,18,41.98,12.0
15,170,108,15774.11,3678.87,9,18,90.28,11.0
15,170,108,15774.11,3678.87,9,18,138.58,10.0
15,170,108,15814.55,3679.66,8,18,0.0,13.0
15,170,108,15814.55,3679.66,8,18,41.98,12.0
15,170,108,15814.55,3679.66,8,18,90.28,11.0
15,170,108,15814.55,3679.66,8,18,138.58,10.0
15,170,108,15831.3,3666.06,9,18,0.0,13.0
15,170,108,15831.3,3666.06,9,18,41.98,12.0
15,170,108,15831.3,3666.06,9,18,90.28,11.0
15,170,108,15831.3,3666.06,9,18,138.58,10.0
15,170,108,16065.03,3605.78,8,18,0.0,13.0
15,170,108,16065.03,3605.78,8,18,41.98,12.0
15,170,108,16065.03,3605.78,8,18,90.28,11.0
15,170,108,16065.03,3605.78,8,18,138.58,10.0
15,170,108,16248.53,4109.04,9,17,0.0,13.0
15,170,108,16248.53,4109.04,9,17,41.98,12.0
15,170,108,16248.53,4109.04,9,17,90.28,11.0
15,170,108,16248.53,4109.04,9,17,138.58,10.0
15,170,108,16354.43,2685.76,9,18,0.0,13.0
15,170,108,16354.43,2685.76,9,18,41.98,12.0
15,170,108,16354.43,2685.76,9,18,90.28,11.0
15,170,108,16354.43,2685.76,9,18,138.58,10.0
15,170,108,16731.26,2670.71,9,18,0.0,13.0
15,170,108,16731.26,2670.71,9,18,41.98,12.0
15,170,108,16731.26,2670.71,9,18,90.28,11.0
15,170,108,16731.26,2670.71,9,18,138.58,10.0
15,170,109,15730.17,3823.44,9,18,0.0,13.0
15,170,109,15730.17,3823.44,9,18,41.98,12.0
15,170,109,15730.17,3823.44,9,18,90.28,11.0
15,170,109,15730.17,3823.44,9,18,138.58,10.0
15,170,109,15789.61,3651.23,9,18,0.0,13.0
15,170,109,15789.61,3651.23,9,18,41.98,12.0
15,170,109,15789.61,3651.23,9,18,90.28,11.0
15,170,109,15789.61,3651.23,9,18,138.58,10.0
15,170,109,15936.2,3605.78,8,18,0.0,13.0
15,170,109,15936.2,3605.78,8,18,41.98,12.0
15,170,109,15936.2,3605.78,8,18,90.28,11.0
15,170,109,15936.2,3605.78,8,18,138.58,10.0
15,170,109,16275.16,3586.89,8,18,0.0,13.0
15,170,109,16275.16,3586.89,8,18,41.98,12.0
15,170,109,16275.16,3586.89,8,18,90.28,11.0
15,170,109,16275.16,3586.89,8,18,138.58,10.0
15,170,109,16317.62,3787.87,9,17,0.0,13.0
15,170,109,16317.62,3787.87,9,17,41.98,12.0
15,170,109,16317.62,3787.87,9,17,90.28,11.0
15,170,109,16317.62,3787.87,9,17,138.58,10.0
15,170,109,16423.72,3117.76,9,17,0.0,13.0
