Orders,Order Items,Driver Violation,Commute Distance,Transport Machines,Machines,Workers,Transport Attachments,Attachments
9,84,14,7142.01,1373.99,5,9,24.41,8.0
9,84,14,7142.01,1373.99,5,9,0.0,10.0
9,84,26,6765.11,1252.59,5,9,24.41,8.0
9,84,26,6765.11,1252.59,5,9,0.0,10.0
9,84,27,6765.11,1191.41,5,9,24.41,8.0
9,84,27,6765.11,1191.41,5,9,0.0,10.0
9,84,28,6765.11,1125.95,5,9,24.41,8.0
9,84,28,6765.11,1125.95,5,9,0.0,10.0
9,84,29,6765.11,1067.57,5,9,24.41,8.0
9,84,29,6765.11,1067.57,5,9,0.0,10.0
9,84,30,7890.83,1763.85,6,8,24.41,8.0
9,84,30,7890.83,1763.85,6,8,0.0,10.0
9,84,32,6765.11,1046.91,5,9,24.41,8.0
9,84,32,6765.11,1046.91,5,9,0.0,10.0
9,84,32,8071.66,1616.19,6,8,24.41,8.0
9,84,32,8071.66,1616.19,6,8,0.0,10.0
9,84,34,6765.11,1016.01,5,9,24.41,8.0
9,84,34,6765.11,1016.01,5,9,0.0,10.0
9,84,34,8594.45,1902.97,5,8,24.41,8.0
9,84,34,8594.45,1902.97,5,8,0.0,10.0
9,84,35,6765.11,979.3,5,9,24.41,8.0
9,84,35,6765.11,979.3,5,9,0.0,10.0
9,84,35,8432.3,1729.43,5,8,24.41,8.0
9,84,35,8432.3,1729.43,5,8,0.0,10.0
9,84,36,8296.72,1729.43,5,8,24.41,8.0
9,84,36,8296.72,1729.43,5,8,0.0,10.0
9,84,37,8294.86,1534.67,6,8,24.41,8.0
9,84,37,8294.86,1534.67,6,8,0.0,10.0
9,84,38,6678.82,919.38,5,9,24.41,8.0
9,84,38,6678.82,919.38,5,9,0.0,10.0
9,84,38,8250.55,1295.37,6,8,24.41,8.0
9,84,38,8250.55,1295.37,6,8,0.0,10.0
9,84,38,8339.13,1602.91,5,8,24.41,8.0
9,84,38,8339.13,1602.91,5,8,0.0,10.0
9,84,39,6546.29,999.82,5,8,24.41,8.0
9,84,39,6546.29,999.82,5,8,0.0,10.0
9,84,39,6594.98,919.38,5,9,24.41,8.0
9,84,39,6594.98,919.38,5,9,0.0,10.0
9,84,39,6678.82,861.08,5,9,24.41,8.0
9,84,39,6678.82,861.08,5,9,0.0,10.0
9,84,39,6845.19,822.8,5,10,24.41,8.0
9,84,39,6845.19,822.8,5,10,0.0,10.0
9,84,40,6336.33,542.21,6,9,24.41,8.0
9,84,40,6336.33,542.21,6,9,0.0,10.0
9,84,40,6528.89,963.7,6,8,24.41,8.0
9,84,40,6528.89,963.7,6,8,0.0,10.0
9,84,40,6549.17,908.04,6,8,24.41,8.0
9,84,40,6549.17,908.04,6,8,0.0,10.0
9,84,40,6551.45,953.22,5,9,24.41,8.0
9,84,40,6551.45,953.22,5,9,0.0,10.0
9,84,40,6594.98,911.01,5,9,24.41,8.0
9,84,40,6594.98,911.01,5,9,0.0,10.0
9,84,40,6663.58,822.8,5,9,24.41,8.0
9,84,40,6663.58,822.8,5,9,0.0,10.0
9,84,40,6845.19,761.74,5,10,24.41,8.0
9,84,40,6845.19,761.74,5,10,0.0,10.0
9,84,41,6336.33,488.01,6,9,24.41,8.0
9,84,41,6336.33,488.01,6,9,0.0,10.0
9,84,41,6336.33,542.21,5,9,24.41,8.0
9,84,41,6336.33,542.21,5,9,0.0,10.0
9,84,41,6466.42,905.75,6,8,24.41,8.0
9,84,41,6466.42,905.75,6,8,0.0,10.0
9,84,41,6528.89,902.51,6,8,24.41,8.0
9,84,41,6528.89,902.51,6,8,0.0,10.0
9,84,41,6549.17,871.92,6,8,24.41,8.0
9,84,41,6549.17,871.92,6,8,0.0,10.0
9,84,42,6336.33,456.62,6,9,24.41,8.0
9,84,42,6336.33,456.62,6,9,0.0,10.0
9,84,42,6336.33,488.01,5,9,24.41,8.0
9,84,42,6336.33,488.01,5,9,0.0,10.0
9,84,42,6441.89,902.51,6,8,24.41,8.0
9,84,42,6441.89,902.51,6,8,0.0,10.0
9,84,43,6336.33,456.62,5,9,24.41,8.0
9,84,43,6336.33,456.62,5,9,0.0,10.0
9,84,43,6466.42,871.92,6,8,24.41,8.0
9,84,43,6466.42,871.92,6,8,0.0,10.0
9,84,43,6650.07,889.4,5,8,24.41,8.0
9,84,43,6650.07,889.4,5,8,0.0,10.0
9,84,43,6715.57,869.6,6,8,24.41,8.0
9,84,43,6715.57,869.6,6,8,0.0,10.0
9,84,43,6715.57,870.04,5,8,24.41,8.0
9,84,43,6715.57,870.04,5,8,0.0,10.0
9,84,44,6443.79,869.6,6,8,24.41,8.0
9,84,44,6443.79,869.6,6,8,0.0,10.0
9,84,44,6521.47,699.08,6,8,24.41,8.0
9,84,44,6521.47,699.08,6,8,0.0,10.0
9,84,44,6700.98,728.2,5,8,24.41,8.0
9,84,44,6700.98,728.2,5,8,0.0,10.0
9,84,44,6738.94,671.56,5,8,24.41,8.0
9,84,44,6738.94,671.56,5,8,0.0,10.0
9,84,45,6429.99,787.73,5,8,24.41,8.0
9,84,45,6429.99,787.73,5,8,0.0,10.0
9,84,45,6429.99,787.73,5,8,24.41,8.0
9,84,45,6429.99,787.73,5,8,0.0,10.0
9,84,45,6537.28,740.22,5,8,24.41,8.0
9,84,45,6537.28,740.22,5,8,0.0,10.0
9,84,45,6664.09,700.82,5,8,24.41,8.0
9,84,45,6664.09,700.82,5,8,0.0,10.0
9,84,45,6726.31,670.45,5,8,24.41,8.0
9,84,45,6726.31,670.45,5,8,0.0,10.0
9,84,45,6818.74,646.03,5,8,24.41,8.0
9,84,45,6818.74,646.03,5,8,0.0,10.0
9,84,45,6847.3,640.97,5,8,24.41,8.0
9,84,45,6847.3,640.97,5,8,0.0,10.0
9,84,46,6537.28,684.59,5,8,24.41,8.0
9,84,46,6537.28,684.59,5,8,0.0,10.0
9,84,46,6633.49,670.45,5,8,24.41,8.0
9,84,46,6633.49,670.45,5,8,0.0,10.0
9,84,46,6738.94,640.97,5,8,24.41,8.0
9,84,46,6738.94,640.97,5,8,0.0,10.0
9,84,46,6847.3,602.69,5,8,24.41,8.0
9,84,46,6847.3,602.69,5,8,0.0,10.0
9,84,47,6366.49,869.6,6,8,24.41,8.0
9,84,47,6366.49,869.6,6,8,0.0,10.0
9,84,47,6650.87,660.86,5,8,24.41,8.0
9,84,47,6650.87,660.86,5,8,0.0,10.0
9,84,47,6675.03,629.1,5,8,24.41,8.0
9,84,47,6675.03,629.1,5,8,0.0,10.0
9,84,47,6761.1,602.69,5,8,24.41,8.0
9,84,47,6761.1,602.69,5,8,0.0,10.0
9,84,48,6510.24,783.24,5,8,24.41,8.0
9,84,48,6510.24,783.24,5,8,0.0,10.0
9,84,48,6536.04,602.69,5,8,24.41,8.0
9,84,48,6536.04,602.69,5,8,0.0,10.0
9,84,49,6420.8,637.13,5,8,24.41,8.0
9,84,49,6420.8,637.13,5,8,0.0,10.0
9,84,56,6312.69,1110.69,5,9,24.41,8.0
9,84,56,6312.69,1110.69,5,9,0.0,10.0
9,84,58,6333.16,1012.89,6,9,24.41,8.0
9,84,58,6333.16,1012.89,6,9,0.0,10.0
9,84,59,6320.06,1046.72,6,9,24.41,8.0
9,84,59,6320.06,1046.72,6,9,0.0,10.0
9,84,59,6333.16,973.51,6,9,24.41,8.0
9,84,59,6333.16,973.51,6,9,0.0,10.0
9,84,60,6027.12,1598.07,6,8,24.41,8.0
9,84,60,6027.12,1598.07,6,8,0.0,10.0
9,84,60,6320.06,1012.89,6,9,24.41,8.0
9,84,60,6320.06,1012.89,6,9,0.0,10.0
9,84,68,6329.71,874.12,6,8,24.41,8.0
9,84,68,6329.71,874.12,6,8,0.0,10.0
9,84,69,6379.13,708.45,6,8,24.41,8.0
9,84,69,6379.13,708.45,6,8,0.0,10.0
9,84,70,6260.84,961.98,6,8,24.41,8.0
9,84,70,6260.84,961.98,6,8,0.0,10.0
9,84,70,6379.13,699.15,6,8,24.41,8.0
9,84,70,6379.13,699.15,6,8,0.0,10.0
9,84,71,6214.55,699.15,6,8,24.41,8.0
9,84,71,6214.55,699.15,6,8,0.0,10.0
