Instance,Algorithm,Improvement_Time,DCI,Distribution Metric (DM),Hypevolume (Monte Carlo),PCI,PF-Share,Spacing,Spread
a3_o80_m10_an10_ar9_reduced,PSA,293.38,0.06830601092896174,0.7952408466075619,0.16180666733998997,0.5171807410813624,1.4492753623188406,0.15511537172521903,0.4959589540820861
a3_o80_m10_an10_ar9_reduced,DBSA,251.69,0.7950819672131147,0.20694878395029834,0.33965247954750083,0.20332898178268402,73.91304347826086,0.03798084728986449,0.5192123182893192
a3_o80_m10_an10_ar9_reduced,TPSA,286.7,0.6420765027322404,0.2139983431022243,0.3601624288333079,0.15905003099549275,24.637681159420293,0.10178594871973344,0.7085706382545153
a5_o96_m10_an10_ar10_reduced,PSA,223.93,0.31770833333333326,0.2640499014271541,0.17646275760329277,0.28289820027989604,10.69182389937107,0.08681845438888655,0.6002657042303505
a5_o96_m10_an10_ar10_reduced,DBSA,196.08,0.8359375000000001,0.2539717281307149,0.20424178457638542,0.17377386734471773,54.71698113207547,0.09346014181960935,0.6357667164181885
a5_o96_m10_an10_ar10_reduced,TPSA,221.69,0.6223958333333335,0.20501702159230278,0.1765592497849824,0.22611174928917965,34.59119496855346,0.09302909426437692,0.6775576261794054
a10_o107_m5_an57_ar12,PSA,184.14,0.25845410628019316,1.469791211679621,0.4821499891960435,0.16858170396552644,8.968609865470851,0.08766892178386974,0.3630322299740724
a10_o107_m5_an57_ar12,DBSA,177.88,0.8019323671497585,0.18938529101709548,0.3030604999800885,0.287787156534788,60.0896860986547,0.04150371026633222,0.5263222723031095
a10_o107_m5_an57_ar12,TPSA,200.72,0.7777777777777778,0.14011596734313955,0.2778867619126159,0.20343617440323034,30.94170403587444,0.03505342048902115,0.7142857142857143
a10_o114_m6_an57_ar11,PSA,304.63,0.2981770833333333,1.23424675279387,0.5231913304746998,0.1121873267135565,12.807881773399016,0.16991343115755866,0.6900911715797774
a10_o114_m6_an57_ar11,DBSA,333.97,0.8125,0.1702265553063015,0.3654802201797587,0.16256230961259105,35.960591133004925,0.06490156248271173,0.7971234111558275
a10_o114_m6_an57_ar11,TPSA,293.47,0.86328125,0.18066305861566084,0.37574055549942276,0.10955302427673122,51.231527093596064,0.06942628462823879,0.9927252148952163
a10_o128_m6_an51_ar13,PSA,253.96,0.2789179104477612,0.38167807166944034,0.004899658559129036,0.1895850361349164,10.443864229765012,0.08074252214314205,0.9280603333449007
a10_o128_m6_an51_ar13,DBSA,256.55,0.7770522388059702,0.276299144550341,0.007204749566159108,0.24645605328639736,65.0130548302872,0.05507971743169597,0.8330725801463805
a10_o128_m6_an51_ar13,TPSA,281.44,0.7257462686567164,0.14778809727544248,0.006121892860531027,0.20650740782544,24.54308093994778,0.03536378239101817,0.9204559387741019
a10_o144_m6_an53_ar12,PSA,184.33,0.6477272727272726,0.34499368389005297,0.4897407074889611,0.13390206314609235,31.07344632768362,0.06243830790352075,0.49803108490053777
a10_o144_m6_an53_ar12,DBSA,165.13,0.7102272727272726,0.31536770327670005,0.5296026998802997,0.18119971742510865,36.15819209039548,0.07943229116634447,0.5180070149487354
a10_o144_m6_an53_ar12,TPSA,184.46,0.7291666666666665,0.09952177266618807,0.5233843148380791,0.15512267024627974,32.7683615819209,0.03759059084983878,0.6478963950956518
a15_o170_m9_an80_ar18,PSA,364.3,0.41824324324324325,0.24202192481722454,0.17304264583007142,0.1499770897849995,9.206349206349207,0.07278079616904284,0.7973720409638041
a15_o170_m9_an80_ar18,DBSA,529.91,0.8195945945945946,0.08472781710522312,0.06354546231938249,0.27379256083666426,40.84656084656085,0.028110663823730637,0.7090408566243723
a15_o170_m9_an80_ar18,TPSA,485.72,0.8168918918918919,0.09945705052145033,0.03687073475896007,0.26586335943816536,49.94708994708994,0.03539414951162185,0.9497716697876092
a20_o236_m12_an106_ar24,PSA,706.66,0.6219512195121951,0.09714800960211528,0.05534362687576386,0.16028163035846804,21.330902461257974,0.05316084245434898,0.841970742245428
a20_o236_m12_an106_ar24,DBSA,696.12,0.7951773835920177,0.099620811722874,0.029397951354774216,0.2409140233334448,28.076572470373744,0.03999156904598259,0.6575914555445334
a20_o236_m12_an106_ar24,TPSA,623.41,0.858370288248337,0.08791316054273418,0.102013678752982,0.10462292373875588,50.592525068368275,0.05642271559885656,0.8998276401037402
a25_o306_m13_an127_ar31,PSA,959.35,0.6772321428571428,0.12925916966660203,0.01297283776049482,0.23374587820448056,28.177196804647785,0.04032346259227944,0.6643829978361433
a25_o306_m13_an127_ar31,DBSA,893.76,0.7598214285714285,0.11276815530085177,0.0074727834041858595,0.3807031360277795,10.820624546114741,0.028118119943800153,0.6004305658722198
a25_o306_m13_an127_ar31,TPSA,696.65,0.86875,0.08140974862334131,0.03439410209559288,0.15093567647793812,61.00217864923747,0.034668352337685004,0.8741277375559597
a30_o355_m18_an148_ar42,PSA,979.93,0.604757085020243,0.18828451826440012,0.017497248946386407,0.2105030998333944,11.669741697416974,0.03924473757076558,0.64162635520525
a30_o355_m18_an148_ar42,DBSA,1000.15,0.7160931174089069,0.20195899683251164,0.005553661123914312,0.36262655843212094,49.769372693726936,0.023871049295785582,0.5361278963595701
a30_o355_m18_an148_ar42,TPSA,1079.82,0.9058704453441295,0.06555464995236152,0.013315921073169066,0.1308421167878759,38.56088560885609,0.029808496075965477,0.9864563556099323
a40_o476_m22_an215_ar51,PSA,1526.97,0.6175742574257426,0.21760414808283637,5.3606767605350506e-05,0.38889786318115477,28.118609406952967,0.014398643811842176,0.5286454209573863
a40_o476_m22_an215_ar51,DBSA,1266.17,0.5878712871287128,0.23193931426435768,0.00022514842394247213,0.4852138105599222,34.76482617586912,0.011187589036296646,0.32140541113350224
a40_o476_m22_an215_ar51,TPSA,1346.05,0.6745049504950495,0.08365926385500246,0.0007612160999959772,0.14565504944392507,37.11656441717792,0.023382524263703113,0.89353013844426
a50_o578_m28_an276_ar66,PSA,2064.1,0.6738636363636363,0.11722167232595568,0.0021657134112561603,0.38764130847783906,24.69650986342944,0.02071879371133647,0.5538654574105767
